category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	0000000121.png	366	399	120	150	['danger: 99%']	99.95808005332947	1
Road	0000000122.png	350	386	113	147	['danger: 99%']	99.99833106994629	1
Road	0000000137.png	184	214	100	131	['prohibitory: 99%']	99.99746084213257	2
Road	0000000137.png	841	885	50	96	['mandatory: 99%']	99.96060729026794	2
Road	0000000131.png	803	832	96	127	['mandatory: 99%']	99.90076422691345	2
Road	0000000131.png	351	375	117	141	['prohibitory: 99%']	99.28319454193115	2
Road	0000000132.png	329	354	115	139	['prohibitory: 99%']	99.8071014881134	2
Road	0000000132.png	805	835	92	124	['mandatory: 99%']	99.43044781684875	2
Road	0000000134.png	278	306	110	138	['prohibitory: 99%']	99.99735355377197	2
Road	0000000134.png	815	849	79	114	['mandatory: 99%']	99.25448298454285	2
Road	0000000135.png	250	275	109	135	['prohibitory: 99%']	99.97301697731018	2
Road	0000000135.png	823	861	69	109	['mandatory: 77%']	77.95682549476624	2
Road	0000000126.png	241	287	91	136	['danger: 99%']	99.99932050704956	1
Road	0000000140.png	36	79	85	122	['prohibitory: 99%']	99.99055862426758	2
Road	0000000140.png	903	961	4	65	['mandatory: 99%']	99.17560815811157	2
Road	0000000106.png	451	476	186	214	['danger: 97%']	97.55002856254578	1
Road	0000000133.png	810	840	84	119	['mandatory: 99%']	99.99407529830933	2
Road	0000000133.png	306	330	114	138	['prohibitory: 99%']	99.92528557777405	2
Road	0000000129.png	92	155	57	118	['danger: 99%']	99.9991774559021	3
Road	0000000129.png	800	825	104	130	['mandatory: 99%']	99.89325404167175	3
Road	0000000129.png	387	411	122	144	['prohibitory: 98%']	98.1581449508667	3
Road	0000000136.png	220	248	105	134	['prohibitory: 99%']	99.99769926071167	2
Road	0000000136.png	830	871	60	104	['mandatory: 98%']	98.06330800056458	2
Road	0000000139.png	93	132	90	126	['prohibitory: 99%']	99.99721050262451	2
Road	0000000139.png	876	931	24	76	['mandatory: 98%']	98.02988171577454	2
Road	0000000127.png	198	253	85	131	['danger: 99%']	99.99592304229736	3
Road	0000000127.png	422	441	131	150	['prohibitory: 94%']	94.59951519966125	3
Road	0000000127.png	793	815	114	137	['mandatory: 91%']	91.7583703994751	3
Road	0000000124.png	303	343	104	140	['danger: 99%']	99.99946355819702	2
Road	0000000124.png	791	808	121	144	['mandatory: 62%']	62.78620958328247	2
Road	0000000123.png	325	366	107	142	['danger: 99%']	99.99971389770508	1
Road	0000000128.png	150	213	72	127	['danger: 99%']	99.99895095825195	3
Road	0000000128.png	798	821	108	132	['mandatory: 99%']	99.74033236503601	3
Road	0000000128.png	404	426	125	146	['prohibitory: 99%']	99.16663765907288	3
Road	0000000130.png	18	86	42	106	['danger: 99%']	99.99861717224121	3
Road	0000000130.png	801	828	101	128	['mandatory: 99%']	99.97261166572571	3
Road	0000000130.png	372	393	119	140	['prohibitory: 81%']	81.56988620758057	3
Road	0000000141.png	940	1003	5	48	['prohibitory: 94%']	94.00655031204224	1
Road	0000000138.png	140	178	93	131	['prohibitory: 99%']	99.99864101409912	2
Road	0000000138.png	856	905	38	88	['mandatory: 98%']	98.86892437934875	2
Road	0000000125.png	274	318	99	140	['danger: 99%']	99.99942779541016	1
Road	0000000259.png	527	543	179	195	['mandatory: 70%']	70.37968635559082	1
