category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	0000000026.png	101	130	180	215	['mandatory: 99%']	99.14564490318298	1
Road	0000000342.png	653	671	151	168	['mandatory: 62%']	62.74522542953491	1
Road	0000000351.png	682	702	134	153	['mandatory: 99%']	99.60719347000122	1
Road	0000000352.png	684	708	134	156	['mandatory: 99%']	99.77710247039795	2
Road	0000000352.png	486	513	153	174	['mandatory: 84%']	84.3639612197876	2
Road	0000000373.png	367	401	110	142	['danger: 90%']	90.25927782058716	1
Road	0000000155.png	395	422	187	208	['prohibitory: 98%']	98.19797277450562	1
Road	0000000355.png	693	713	115	136	['mandatory: 85%']	85.28555035591125	1
Road	0000000388.png	21	87	14	84	['danger: 99%']	99.97523427009583	1
Road	0000000375.png	345	377	101	132	['danger: 99%']	99.8339056968689	1
Road	0000000353.png	689	711	129	152	['mandatory: 99%']	99.39947724342346	1
Road	0000000346.png	662	683	133	152	['mandatory: 95%']	95.8236813545227	1
Road	0000000025.png	119	165	24	75	['mandatory: 99%']	99.3953287601471	2
Road	0000000025.png	141	167	179	209	['mandatory: 94%']	94.3619430065155	2
Road	0000000027.png	57	87	179	219	['mandatory: 99%']	99.95991587638855	1
Road	0000000099.png	1192	1226	346	370	['prohibitory: 63%']	63.412994146347046	1
Road	0000000349.png	676	694	121	141	['mandatory: 98%']	98.99222254753113	1
Road	0000000361.png	707	735	105	134	['danger: 56%']	56.99591040611267	1
Road	0000000379.png	289	331	87	129	['danger: 99%']	99.6496856212616	1
Road	0000000377.png	320	360	88	127	['danger: 99%']	99.94446635246277	2
Road	0000000377.png	879	953	0	68	['danger: 96%']	96.44580483436584	2
Road	0000000348.png	670	691	120	141	['mandatory: 95%']	95.75719237327576	1
Road	0000000028.png	4	37	181	227	['mandatory: 99%']	99.90917444229126	1
Road	0000000357.png	472	491	138	157	['mandatory: 67%']	67.03935265541077	1
Road	0000000362.png	709	739	102	134	['danger: 60%']	60.221171379089355	1
Road	0000000360.png	704	729	113	138	['mandatory: 97%']	97.55866527557373	1
Road	0000000071.png	894	932	281	317	['prohibitory: 99%']	99.33400750160217	2
Road	0000000071.png	943	974	284	315	['prohibitory: 98%']	98.23808670043945	2
Road	0000000378.png	306	343	88	127	['danger: 86%']	86.47534847259521	1
Road	0000000345.png	661	678	142	159	['mandatory: 90%']	90.63793420791626	1
Road	0000000051.png	885	952	281	327	['prohibitory: 79%']	79.50477600097656	1
Road	0000000354.png	478	511	133	160	['danger: 99%']	99.12424087524414	1
Road	0000000147.png	1186	1230	53	99	['mandatory: 90%']	90.43851494789124	1
Road	0000000072.png	1005	1053	307	347	['prohibitory: 99%']	99.75582361221313	2
Road	0000000072.png	946	1000	306	348	['prohibitory: 88%']	88.3169949054718	2
