category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	0000000026.png	315	359	46	90	['prohibitory: 99%']	99.87298846244812	1
Road	0000000301.png	24	58	245	281	['mandatory: 65%']	65.68183302879333	1
Road	0000000018.png	381	416	72	107	['prohibitory: 99%']	99.93972778320312	1
Road	0000000016.png	394	426	79	112	['prohibitory: 89%']	89.43157196044922	1
Road	0000000039.png	508	526	150	169	['mandatory: 97%']	97.68807888031006	1
Road	0000000066.png	435	458	190	215	['mandatory: 99%']	99.9721348285675	2
Road	0000000066.png	429	453	121	145	['mandatory: 91%']	91.6132926940918	2
Road	0000000006.png	441	469	102	129	['prohibitory: 98%']	98.20936322212219	1
Road	0000000040.png	507	524	151	171	['mandatory: 85%']	85.78488826751709	1
Road	0000000079.png	193	251	220	278	['mandatory: 99%']	99.99575614929199	1
Road	0000000034.png	198	260	6	61	['prohibitory: 86%']	86.24880313873291	2
Road	0000000034.png	199	259	9	59	['mandatory: 62%']	62.938547134399414	2
Road	0000000076.png	300	338	207	249	['mandatory: 99%']	99.99957084655762	1
Road	0000000062.png	459	479	188	209	['mandatory: 99%']	99.74972605705261	1
Road	0000000013.png	412	442	82	110	['prohibitory: 99%']	99.02170896530151	1
Road	0000000030.png	267	320	26	74	['prohibitory: 99%']	99.1138756275177	1
Road	0000000065.png	442	466	187	214	['mandatory: 99%']	99.97969269752502	2
Road	0000000065.png	436	462	121	147	['mandatory: 99%']	99.82088804244995	2
Road	0000000002.png	461	482	107	127	['prohibitory: 99%']	99.3742287158966	1
Road	0000000035.png	173	241	4	56	['prohibitory: 92%']	92.86074638366699	1
Road	0000000073.png	359	390	207	239	['mandatory: 99%']	99.97186064720154	1
Road	0000000061.png	464	485	188	213	['mandatory: 99%']	99.84525442123413	2
Road	0000000061.png	459	481	129	154	['mandatory: 99%']	99.76152181625366	2
Road	0000000025.png	326	367	50	90	['prohibitory: 99%']	99.55522418022156	2
Road	0000000025.png	1065	1128	273	335	['danger: 59%']	59.72364544868469	2
Road	0000000027.png	304	350	40	87	['prohibitory: 97%']	97.47902154922485	1
Road	0000000057.png	475	495	137	156	['mandatory: 52%']	52.42629051208496	1
Road	0000000032.png	235	291	16	71	['prohibitory: 97%']	97.94039726257324	1
Road	0000000015.png	401	431	80	110	['prohibitory: 99%']	99.70484375953674	1
Road	0000000064.png	448	470	188	212	['mandatory: 99%']	99.93610978126526	2
Road	0000000064.png	441	467	122	147	['mandatory: 65%']	65.8976674079895	2
Road	0000000020.png	367	403	66	103	['prohibitory: 99%']	99.92523789405823	1
Road	0000000012.png	692	714	110	133	['mandatory: 96%']	96.76786661148071	2
Road	0000000012.png	418	443	84	111	['prohibitory: 86%']	86.61778569221497	2
Road	0000000029.png	282	331	32	78	['prohibitory: 99%']	99.8616099357605	1
Road	0000000041.png	504	521	152	172	['mandatory: 87%']	87.59081959724426	1
Road	0000000074.png	341	375	208	242	['mandatory: 99%']	99.98120665550232	1
Road	0000000008.png	440	464	96	120	['mandatory: 62%']	62.29490041732788	1
Road	0000000014.png	408	438	81	112	['prohibitory: 99%']	99.83934760093689	1
Road	0000000069.png	409	435	194	221	['mandatory: 99%']	99.9909520149231	1
Road	0000000003.png	460	480	107	127	['prohibitory: 99%']	99.88694787025452	1
Road	0000000070.png	402	427	196	223	['mandatory: 99%']	99.99099969863892	1
Road	0000000036.png	155	217	4	47	['mandatory: 66%']	66.87478423118591	2
Road	0000000036.png	152	220	2	49	['prohibitory: 51%']	51.81599259376526	2
Road	0000000077.png	270	315	210	257	['mandatory: 99%']	99.99847412109375	1
Road	0000000276.png	524	550	99	125	['danger: 93%']	93.69744658470154	1
Road	0000000300.png	60	86	243	275	['mandatory: 90%']	90.56901335716248	1
Road	0000000028.png	292	339	37	83	['prohibitory: 93%']	93.48872900009155	2
Road	0000000028.png	294	337	37	83	['mandatory: 73%']	73.33122491836548	2
Road	0000000081.png	71	148	234	307	['mandatory: 99%']	99.97857213020325	2
Road	0000000081.png	906	1001	0	70	['danger: 94%']	94.65993046760559	2
Road	0000000022.png	350	390	61	100	['prohibitory: 86%']	86.03481650352478	1
Road	0000000058.png	475	493	185	208	['mandatory: 84%']	84.15297269821167	1
Road	0000000017.png	387	422	75	109	['prohibitory: 99%']	99.989914894104	1
Road	0000000071.png	389	415	203	231	['mandatory: 99%']	99.98316764831543	1
Road	0000000050.png	662	681	140	160	['mandatory: 56%']	56.02092742919922	1
Road	0000000082.png	0	71	242	318	['mandatory: 99%']	99.9876856803894	1
Road	0000000005.png	445	471	101	128	['prohibitory: 98%']	98.34813475608826	1
Road	0000000080.png	140	208	228	290	['mandatory: 99%']	99.99923706054688	1
Road	0000000037.png	129	192	2	41	['mandatory: 64%']	64.05669450759888	1
Road	0000000116.png	132	157	224	257	['mandatory: 80%']	80.54721355438232	1
Road	0000000068.png	420	444	191	220	['mandatory: 99%']	99.99088048934937	2
Road	0000000068.png	414	440	114	142	['mandatory: 88%']	88.02863955497742	2
Road	0000000009.png	683	709	112	137	['mandatory: 99%']	99.68630075454712	2
Road	0000000009.png	434	458	92	117	['prohibitory: 98%']	98.10658097267151	2
Road	0000000010.png	429	455	88	114	['prohibitory: 89%']	89.96241092681885	2
Road	0000000010.png	685	710	110	136	['mandatory: 79%']	79.36440706253052	2
Road	0000000060.png	683	707	130	155	['mandatory: 99%']	99.83667731285095	2
Road	0000000060.png	468	486	190	211	['mandatory: 74%']	74.09155368804932	2
Road	0000000138.png	967	995	318	347	['prohibitory: 94%']	94.83516812324524	1
Road	0000000044.png	499	517	152	172	['mandatory: 52%']	52.159249782562256	1
Road	0000000063.png	446	470	124	149	['mandatory: 99%']	99.11596179008484	2
