category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	0000000053.png	573	597	187	219	['mandatory: 99%']	99.98759031295776	1
Road	0000000038.png	16	37	165	190	['mandatory: 99%']	99.97313618659973	1
Road	0000000048.png	757	781	192	222	['mandatory: 99%']	99.10874962806702	1
Road	0000000043.png	888	913	183	212	['mandatory: 99%']	99.79898929595947	1
Road	0000000034.png	132	150	163	185	['mandatory: 97%']	97.78844714164734	1
Road	0000000035.png	108	129	164	188	['mandatory: 99%']	99.37044978141785	1
Road	0000000007.png	762	782	89	112	['mandatory: 75%']	75.54767727851868	1
Road	0000000061.png	110	144	201	266	['mandatory: 51%']	51.99440121650696	1
Road	0000000057.png	392	420	194	237	['mandatory: 99%']	99.84227418899536	1
Road	0000000042.png	906	930	183	209	['mandatory: 99%']	99.994957447052	1
Road	0000000052.png	613	636	187	218	['mandatory: 99%']	99.9232530593872	1
Road	0000000029.png	202	218	165	183	['mandatory: 88%']	88.66048455238342	1
Road	0000000008.png	763	784	89	112	['mandatory: 93%']	93.01311373710632	1
Road	0000000056.png	440	469	192	232	['mandatory: 99%']	99.5931088924408	1
Road	0000000036.png	82	102	167	190	['mandatory: 99%']	99.98568296432495	1
Road	0000000054.png	532	557	186	224	['mandatory: 99%']	99.91734623908997	1
Road	0000000049.png	723	746	191	221	['mandatory: 99%']	99.85849857330322	1
Road	0000000058.png	334	364	196	246	['mandatory: 99%']	99.98983144760132	1
Road	0000000055.png	488	515	190	226	['mandatory: 99%']	99.9983549118042	1
Road	0000000047.png	788	810	192	218	['mandatory: 96%']	96.58917784690857	1
Road	0000000046.png	819	841	190	218	['mandatory: 99%']	99.80292916297913	1
Road	0000000050.png	686	710	189	221	['mandatory: 99%']	99.95953440666199	1
Road	0000000037.png	50	69	167	192	['mandatory: 99%']	99.99939203262329	1
Road	0000000060.png	196	229	198	257	['mandatory: 99%']	99.97984766960144	1
Road	0000000044.png	865	890	185	215	['mandatory: 86%']	86.48857474327087	1
Road	0000000101.png	1008	1056	289	334	['prohibitory: 94%']	94.31694149971008	1
Road	0000000031.png	182	199	167	188	['mandatory: 98%']	98.3109712600708	1
Road	0000000033.png	150	168	165	187	['mandatory: 95%']	95.82711458206177	1
Road	0000000051.png	650	672	187	219	['mandatory: 99%']	99.85055923461914	1
Road	0000000059.png	270	304	197	250	['mandatory: 99%']	99.99783039093018	1
