category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	0000000281.png	760	782	86	109	['prohibitory: 99%']	99.92014765739441	1
Road	0000000121.png	1100	1131	102	137	['prohibitory: 99%']	99.0991473197937	1
Road	0000000282.png	766	790	82	107	['prohibitory: 99%']	99.48009252548218	1
Road	0000000173.png	846	903	82	141	['danger: 99%']	99.99774694442749	2
Road	0000000173.png	766	789	87	111	['prohibitory: 99%']	99.92629885673523	2
Road	0000000122.png	1136	1168	102	139	['prohibitory: 97%']	97.52202033996582	1
Road	0000000293.png	928	972	1	43	['prohibitory: 99%']	99.99403953552246	1
Road	0000000175.png	882	951	70	134	['danger: 99%']	99.99330043792725	2
Road	0000000175.png	772	797	81	107	['prohibitory: 99%']	99.97026324272156	2
Road	0000000290.png	863	901	29	66	['prohibitory: 99%']	99.99958276748657	1
Road	0000000120.png	1074	1100	106	138	['mandatory: 59%']	59.532350301742554	1
Road	0000000294.png	962	1004	0	29	['prohibitory: 99%']	99.82330799102783	1
Road	0000000292.png	904	946	10	52	['prohibitory: 99%']	99.99858140945435	1
Road	0000000062.png	813	835	89	113	['mandatory: 98%']	98.70265126228333	1
Road	0000000177.png	938	1019	42	120	['danger: 99%']	99.99383687973022	2
Road	0000000177.png	782	809	65	94	['prohibitory: 99%']	99.99006986618042	2
Road	0000000280.png	751	773	89	111	['prohibitory: 98%']	98.65109920501709	1
Road	0000000185.png	860	898	0	29	['prohibitory: 99%']	99.96907711029053	1
Road	0000000174.png	862	925	77	138	['danger: 99%']	99.99696016311646	2
Road	0000000174.png	770	794	85	109	['prohibitory: 99%']	99.98636245727539	2
Road	0000000166.png	743	764	108	129	['prohibitory: 99%']	99.93404746055603	1
Road	0000000061.png	810	830	91	113	['mandatory: 72%']	72.64460921287537	1
Road	0000000179.png	791	823	52	84	['prohibitory: 99%']	99.99161958694458	2
Road	0000000179.png	1024	1125	6	102	['danger: 99%']	99.98218417167664	2
Road	0000000178.png	974	1065	25	112	['danger: 99%']	99.9588668346405	2
Road	0000000178.png	785	815	61	90	['prohibitory: 99%']	99.93638396263123	2
Road	0000000097.png	231	252	190	211	['mandatory: 73%']	73.59145283699036	1
Road	0000000057.png	797	817	97	120	['mandatory: 88%']	88.48923444747925	1
Road	0000000291.png	882	921	20	58	['prohibitory: 99%']	99.99783039093018	1
Road	0000000095.png	293	311	189	208	['mandatory: 77%']	77.94830799102783	1
Road	0000000182.png	816	854	24	61	['prohibitory: 99%']	99.99679327011108	1
Road	0000000181.png	806	841	34	71	['prohibitory: 99%']	99.99854564666748	1
Road	0000000074.png	957	992	28	62	['mandatory: 83%']	83.99737477302551	1
Road	0000000056.png	796	815	98	120	['mandatory: 96%']	96.58663272857666	1
Road	0000000171.png	823	869	89	133	['danger: 99%']	99.99911785125732	2
Road	0000000171.png	759	782	82	105	['prohibitory: 99%']	99.99791383743286	2
Road	0000000069.png	871	894	73	97	['mandatory: 77%']	77.35328078269958	1
Road	0000000289.png	848	882	37	72	['prohibitory: 99%']	99.9992847442627	1
Road	0000000276.png	730	749	108	126	['prohibitory: 57%']	57.14538097381592	1
Road	0000000123.png	1173	1205	96	139	['mandatory: 66%']	66.00858569145203	2
Road	0000000123.png	1173	1206	97	138	['prohibitory: 57%']	57.949429750442505	2
Road	0000000283.png	773	799	77	104	['prohibitory: 98%']	98.48089814186096	1
Road	0000000096.png	260	283	188	211	['mandatory: 95%']	95.36932110786438	1
Road	0000000176.png	908	980	58	127	['danger: 99%']	99.99368190765381	2
Road	0000000176.png	778	806	72	100	['prohibitory: 99%']	99.98955726623535	2
Road	0000000183.png	828	865	12	52	['prohibitory: 99%']	99.99960660934448	1
Road	0000000288.png	832	865	44	77	['prohibitory: 99%']	99.99164342880249	1
Road	0000000094.png	320	339	189	210	['mandatory: 73%']	73.50338101387024	1
Road	0000000170.png	810	856	91	133	['danger: 99%']	99.99815225601196	2
Road	0000000170.png	756	776	83	105	['prohibitory: 99%']	99.98121857643127	2
Road	0000000055.png	795	814	97	120	['mandatory: 71%']	71.22400403022766	1
Road	0000000165.png	741	758	113	131	['prohibitory: 71%']	71.5961754322052	1
Road	0000000278.png	739	760	105	124	['prohibitory: 90%']	90.35996198654175	1
Road	0000000071.png	898	925	57	85	['mandatory: 90%']	90.1284396648407	1
Road	0000000284.png	784	810	71	98	['prohibitory: 99%']	99.99213218688965	1
Road	0000000169.png	798	846	96	142	['danger: 99%']	99.9987006187439	2
Road	0000000169.png	754	774	89	109	['prohibitory: 99%']	99.71795082092285	2
Road	0000000279.png	744	766	95	117	['prohibitory: 99%']	99.03338551521301	1
Road	0000000286.png	806	835	59	89	['prohibitory: 99%']	99.74238872528076	1
Road	0000000102.png	17	37	193	216	['mandatory: 99%']	99.79931116104126	1
Road	0000000184.png	841	882	2	41	['prohibitory: 99%']	99.92916584014893	1
Road	0000000180.png	800	832	43	77	['prohibitory: 99%']	99.99890327453613	2
Road	0000000180.png	1095	1202	0	87	['danger: 99%']	99.98340606689453	2
Road	0000000119.png	1048	1075	107	138	['danger: 76%']	76.70034170150757	1
Road	0000000277.png	735	753	107	127	['prohibitory: 53%']	53.83274555206299	1
Road	0000000172.png	834	886	82	139	['danger: 99%']	99.99901056289673	2
Road	0000000172.png	763	785	85	108	['prohibitory: 99%']	99.96987581253052	2
Road	0000000168.png	792	834	105	148	['danger: 99%']	99.99116659164429	2
Road	0000000168.png	752	772	98	120	['prohibitory: 99%']	99.92375373840332	2
Road	0000000067.png	852	873	82	104	['mandatory: 53%']	53.9939284324646	1
Road	0000000287.png	819	852	52	84	['prohibitory: 99%']	99.99943971633911	1
Road	0000000285.png	796	822	67	94	['prohibitory: 99%']	99.99696016311646	1
Road	0000000072.png	916	943	49	79	['mandatory: 98%']	98.50135445594788	1
