category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	0000000205.png	462	481	188	206	['mandatory: 99%']	99.03333783149719	2
Road	0000000205.png	351	392	87	128	['prohibitory: 91%']	91.34067296981812	2
Road	0000000306.png	829	866	50	90	['prohibitory: 99%']	99.74045157432556	1
Road	0000000158.png	320	348	173	208	['mandatory: 99%']	99.87189769744873	2
Road	0000000158.png	354	392	73	114	['prohibitory: 98%']	98.09579253196716	2
Road	0000000154.png	412	440	99	128	['prohibitory: 99%']	99.99656677246094	1
Road	0000000107.png	403	438	82	120	['prohibitory: 64%']	64.34457898139954	1
Road	0000000026.png	439	466	190	219	['mandatory: 90%']	90.4474675655365	1
Road	0000000112.png	299	359	35	92	['prohibitory: 96%']	96.95318937301636	1
Road	0000000092.png	511	529	112	130	['prohibitory: 90%']	90.2657687664032	1
Road	0000000114.png	221	295	6	66	['prohibitory: 99%']	99.73280429840088	1
Road	0000000281.png	847	883	50	89	['prohibitory: 86%']	86.2710952758789	1
Road	0000000301.png	767	794	86	113	['mandatory: 57%']	57.854729890823364	2
Road	0000000301.png	767	796	84	113	['prohibitory: 52%']	52.45775580406189	2
Road	0000000018.png	478	499	185	205	['mandatory: 89%']	89.4843578338623	1
Road	0000000224.png	304	335	187	224	['mandatory: 98%']	98.25746417045593	1
Road	0000000282.png	860	898	43	83	['prohibitory: 51%']	51.510244607925415	1
Road	0000000016.png	487	509	176	198	['mandatory: 88%']	88.91240358352661	1
Road	0000000088.png	528	545	125	143	['prohibitory: 79%']	79.41339015960693	1
Road	0000000305.png	813	846	57	96	['mandatory: 83%']	83.8040292263031	1
Road	0000000104.png	434	465	93	125	['prohibitory: 99%']	99.94211196899414	1
Road	0000000053.png	830	858	103	131	['prohibitory: 99%']	99.99862909317017	2
Road	0000000053.png	495	513	122	141	['prohibitory: 71%']	71.402508020401	2
Road	0000000310.png	945	997	1	48	['mandatory: 83%']	83.86189341545105	1
Road	0000000039.png	739	762	124	148	['prohibitory: 99%']	99.98164772987366	2
Road	0000000039.png	282	331	198	246	['mandatory: 99%']	99.96764659881592	2
Road	0000000066.png	1148	1205	27	76	['prohibitory: 99%']	99.99978542327881	2
Road	0000000066.png	428	459	88	120	['mandatory: 69%']	69.1521942615509	2
Road	0000000231.png	86	138	202	259	['mandatory: 99%']	99.98045563697815	1
Road	0000000152.png	431	456	105	132	['prohibitory: 99%']	99.85496401786804	1
Road	0000000203.png	387	422	93	127	['prohibitory: 99%']	99.97437596321106	3
Road	0000000203.png	476	494	181	200	['mandatory: 98%']	98.11712503433228	3
Road	0000000203.png	997	1048	12	63	['prohibitory: 95%']	95.52343487739563	3
Road	0000000103.png	444	473	98	127	['prohibitory: 70%']	70.8410918712616	2
Road	0000000103.png	445	472	99	126	['mandatory: 53%']	53.03589105606079	2
Road	0000000164.png	1	78	157	254	['mandatory: 99%']	99.98642206192017	2
Road	0000000164.png	126	199	1	50	['mandatory: 62%']	62.58668303489685	2
Road	0000000006.png	512	529	174	191	['mandatory: 92%']	92.05787181854248	1
Road	0000000038.png	303	348	199	243	['mandatory: 99%']	99.96838569641113	3
Road	0000000038.png	881	923	226	264	['prohibitory: 98%']	98.6396849155426	3
Road	0000000038.png	736	757	129	150	['prohibitory: 74%']	74.08878207206726	3
Road	0000000040.png	257	309	198	250	['mandatory: 99%']	99.93361830711365	2
Road	0000000040.png	742	766	123	145	['prohibitory: 99%']	99.30338859558105	2
Road	0000000155.png	402	432	94	126	['prohibitory: 99%']	99.76028800010681	2
Road	0000000155.png	379	404	168	194	['danger: 55%']	55.943989753723145	2
Road	0000000191.png	485	506	120	143	['prohibitory: 99%']	99.95951056480408	1
Road	0000000206.png	456	476	185	205	['mandatory: 99%']	99.52905178070068	3
Road	0000000206.png	332	373	76	120	['prohibitory: 86%']	86.60996556282043	3
Road	0000000206.png	333	371	78	118	['mandatory: 53%']	53.82571816444397	3
Road	0000000048.png	791	814	101	126	['prohibitory: 99%']	99.59090948104858	1
Road	0000000043.png	757	779	140	162	['prohibitory: 99%']	99.9959945678711	3
Road	0000000043.png	161	227	228	291	['mandatory: 99%']	99.98151659965515	3
Road	0000000043.png	969	1033	261	316	['prohibitory: 50%']	50.423115491867065	3
Road	0000000034.png	368	401	193	228	['mandatory: 99%']	99.66992735862732	2
Road	0000000034.png	724	745	133	154	['prohibitory: 88%']	88.99697065353394	2
Road	0000000076.png	174	242	1	45	['prohibitory: 98%']	98.82410168647766	1
Road	0000000226.png	263	298	192	230	['mandatory: 99%']	99.93952512741089	1
Road	0000000062.png	984	1019	65	99	['prohibitory: 99%']	99.99836683273315	2
Road	0000000062.png	458	479	108	132	['prohibitory: 68%']	68.90125274658203	2
Road	0000000201.png	412	446	94	127	['prohibitory: 99%']	99.95668530464172	1
Road	0000000195.png	463	488	115	140	['prohibitory: 99%']	99.91791844367981	1
Road	0000000013.png	7	26	190	212	['mandatory: 97%']	97.15856313705444	2
Road	0000000013.png	499	516	177	197	['mandatory: 79%']	79.42721247673035	2
Road	0000000145.png	479	499	120	139	['prohibitory: 97%']	97.7951169013977	1
Road	0000000187.png	500	521	125	146	['prohibitory: 99%']	99.98900890350342	1
Road	0000000140.png	502	518	126	143	['prohibitory: 89%']	89.56737518310547	1
Road	0000000110.png	349	397	59	105	['prohibitory: 99%']	99.75807666778564	1
Road	0000000106.png	416	450	88	122	['prohibitory: 99%']	99.95446801185608	1
Road	0000000163.png	96	157	158	241	['mandatory: 99%']	99.9909520149231	3
Road	0000000163.png	185	249	8	68	['mandatory: 87%']	87.30186820030212	3
Road	0000000163.png	182	253	7	72	['prohibitory: 82%']	82.2299599647522	3
Road	0000000280.png	833	866	58	95	['mandatory: 79%']	79.44552898406982	1
Road	0000000185.png	507	525	126	146	['prohibitory: 91%']	91.81028008460999	1
Road	0000000189.png	492	514	126	148	['prohibitory: 99%']	99.93312358856201	1
Road	0000000302.png	774	801	81	111	['mandatory: 99%']	99.1148829460144	1
Road	0000000196.png	456	483	113	139	['prohibitory: 99%']	99.98348951339722	1
Road	0000000045.png	769	793	121	145	['prohibitory: 99%']	99.99756813049316	3
Road	0000000045.png	60	144	220	296	['mandatory: 99%']	99.97106194496155	3
Road	0000000045.png	511	528	133	151	['prohibitory: 83%']	83.3716869354248	3
Road	0000000030.png	713	732	130	151	['prohibitory: 99%']	99.90573525428772	3
Road	0000000030.png	410	440	181	211	['mandatory: 96%']	96.28989100456238	3
Road	0000000030.png	808	835	204	231	['mandatory: 65%']	65.46921133995056	3
Road	0000000065.png	1094	1147	32	82	['prohibitory: 99%']	99.99997615814209	2
Road	0000000065.png	439	464	91	119	['mandatory: 83%']	83.93691182136536	2
Road	0000000100.png	465	489	104	129	['prohibitory: 89%']	89.43855166435242	1
Road	0000000035.png	726	747	130	152	['prohibitory: 99%']	99.97144341468811	3
Road	0000000035.png	355	389	194	232	['mandatory: 99%']	99.80260729789734	3
Road	0000000035.png	849	881	217	249	['prohibitory: 90%']	90.02960920333862	3
Road	0000000210.png	428	453	178	204	['mandatory: 99%']	99.97369647026062	2
Road	0000000210.png	210	273	31	93	['prohibitory: 95%']	95.7975447177887	2
Road	0000000073.png	300	354	30	85	['prohibitory: 92%']	92.72438287734985	2
Road	0000000073.png	301	352	29	85	['mandatory: 50%']	50.127071142196655	2
Road	0000000113.png	264	329	20	80	['prohibitory: 93%']	93.44634413719177	2
Road	0000000113.png	266	326	23	78	['mandatory: 61%']	61.302417516708374	2
Road	0000000007.png	510	529	174	192	['mandatory: 94%']	94.49605941772461	1
Road	0000000214.png	404	429	184	207	['mandatory: 99%']	99.3298590183258	1
Road	0000000228.png	209	251	194	241	['mandatory: 99%']	99.994957447052	1
Road	0000000061.png	958	994	70	103	['prohibitory: 99%']	99.97944235801697	2
Road	0000000061.png	464	484	111	133	['prohibitory: 98%']	98.23571443557739	2
Road	0000000157.png	372	406	80	115	['mandatory: 96%']	96.79238796234131	2
Road	0000000157.png	346	370	178	204	['mandatory: 57%']	57.97829031944275	2
Road	0000000160.png	262	296	170	220	['mandatory: 99%']	99.9947190284729	3
Road	0000000160.png	306	354	54	102	['prohibitory: 84%']	84.56349968910217	3
Road	0000000160.png	308	352	56	101	['mandatory: 51%']	51.985663175582886	3
Road	0000000199.png	433	462	101	133	['prohibitory: 99%']	99.2612361907959	1
Road	0000000179.png	522	538	134	152	['prohibitory: 68%']	68.01337599754333	1
Road	0000000025.png	702	720	141	161	['prohibitory: 98%']	98.95800948143005	2
Road	0000000025.png	446	471	187	212	['mandatory: 94%']	94.89361643791199	2
Road	0000000275.png	780	804	83	109	['prohibitory: 62%']	62.858736515045166	1
Road	0000000097.png	484	505	117	138	['prohibitory: 57%']	57.049667835235596	1
Road	0000000027.png	435	460	193	220	['mandatory: 98%']	98.09730052947998	3
Road	0000000027.png	706	725	143	164	['prohibitory: 97%']	97.1351146697998	3
Road	0000000027.png	788	816	209	235	['mandatory: 64%']	64.67586755752563	3
Road	0000000218.png	376	404	180	207	['mandatory: 70%']	70.5052137374878	1
Road	0000000216.png	390	416	180	207	['mandatory: 98%']	98.39252233505249	1
Road	0000000143.png	486	506	123	143	['prohibitory: 99%']	99.66991543769836	1
Road	0000000057.png	880	912	85	118	['prohibitory: 99%']	99.99983310699463	2
Road	0000000057.png	481	500	115	136	['prohibitory: 95%']	95.96989154815674	2
Road	0000000032.png	719	740	132	153	['prohibitory: 99%']	99.7108519077301	2
Road	0000000032.png	390	424	185	218	['mandatory: 90%']	90.38323163986206	2
Road	0000000042.png	754	776	134	157	['prohibitory: 99%']	99.99773502349854	3
Road	0000000042.png	199	259	218	277	['mandatory: 99%']	99.60660338401794	3
Road	0000000042.png	517	532	149	166	['prohibitory: 69%']	69.75708603858948	3
Road	0000000015.png	491	510	174	194	['mandatory: 95%']	95.08616328239441	1
Road	0000000197.png	452	476	109	136	['prohibitory: 99%']	99.74971413612366	1
Road	0000000064.png	1048	1100	44	90	['prohibitory: 99%']	99.99992847442627	2
Road	0000000064.png	446	470	95	122	['mandatory: 98%']	98.82798194885254	2
Road	0000000190.png	488	511	123	146	['prohibitory: 99%']	99.93164539337158	1
Road	0000000099.png	472	494	109	131	['mandatory: 52%']	52.3912787437439	1
Road	0000000052.png	822	849	105	133	['prohibitory: 99%']	99.99479055404663	2
Road	0000000052.png	498	517	123	142	['prohibitory: 99%']	99.83808994293213	2
Road	0000000229.png	177	219	195	246	['mandatory: 99%']	99.95794892311096	1
Road	0000000109.png	371	414	67	111	['prohibitory: 99%']	99.91629123687744	1
Road	0000000020.png	473	495	188	210	['mandatory: 94%']	94.47906017303467	1
Road	0000000095.png	494	517	116	139	['prohibitory: 99%']	99.54611659049988	1
Road	0000000012.png	29	51	194	219	['prohibitory: 83%']	83.49846601486206	2
Road	0000000012.png	497	518	179	199	['prohibitory: 68%']	68.85268092155457	2
Road	0000000182.png	516	535	128	147	['prohibitory: 96%']	96.17615342140198	1
Road	0000000142.png	491	512	124	146	['prohibitory: 99%']	99.35981035232544	1
Road	0000000098.png	479	499	115	135	['prohibitory: 98%']	98.36542010307312	1
Road	0000000211.png	424	448	179	203	['mandatory: 98%']	98.11106324195862	3
Road	0000000211.png	167	231	21	79	['mandatory: 89%']	89.17667269706726	3
Road	0000000211.png	164	234	18	82	['prohibitory: 73%']	73.23312163352966	3
Road	0000000029.png	714	731	135	154	['prohibitory: 99%']	99.98157620429993	2
Road	0000000029.png	420	448	185	214	['mandatory: 95%']	95.16174793243408	2
