category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	0000000402.png	293	359	184	249	['mandatory: 99%']	99.99579191207886	1
Road	0000000234.png	595	615	149	169	['danger: 61%']	61.14555597305298	1
Road	0000000359.png	493	515	177	197	['mandatory: 99%']	99.9903917312622	1
Road	0000000224.png	340	364	148	168	['danger: 93%']	93.86347532272339	1
Road	0000000331.png	503	520	175	193	['mandatory: 96%']	96.0167944431305	1
Road	0000000374.png	467	502	177	213	['mandatory: 99%']	99.9441921710968	1
Road	0000000432.png	292	360	187	252	['mandatory: 99%']	99.98786449432373	1
Road	0000000245.png	747	775	131	157	['danger: 99%']	99.99942779541016	1
Road	0000000351.png	515	530	176	193	['mandatory: 97%']	97.89616465568542	1
Road	0000000381.png	410	453	179	224	['mandatory: 99%']	99.98759031295776	1
Road	0000000240.png	699	724	139	165	['danger: 99%']	99.98201727867126	1
Road	0000000344.png	532	551	172	193	['mandatory: 74%']	74.06170964241028	1
Road	0000000231.png	535	558	147	167	['danger: 99%']	99.89547729492188	1
Road	0000000425.png	292	360	187	251	['mandatory: 99%']	99.9861478805542	1
Road	0000000413.png	296	357	189	251	['mandatory: 99%']	99.99591112136841	1
Road	0000000352.png	510	527	176	193	['mandatory: 62%']	62.40020394325256	1
Road	0000000038.png	843	921	7	58	['prohibitory: 99%']	99.10879731178284	1
Road	0000000442.png	293	361	187	252	['mandatory: 99%']	99.98657703399658	1
Road	0000000373.png	471	504	173	211	['mandatory: 99%']	99.99812841415405	1
Road	0000000256.png	26	54	122	150	['prohibitory: 99%']	99.99626874923706	2
Road	0000000256.png	847	889	110	149	['danger: 99%']	99.9904990196228	2
Road	0000000294.png	151	169	144	164	['prohibitory: 99%']	99.93964433670044	1
Road	0000000435.png	293	361	186	252	['mandatory: 99%']	99.98830556869507	1
Road	0000000355.png	502	522	174	195	['mandatory: 99%']	99.98279809951782	1
Road	0000000338.png	568	583	175	192	['mandatory: 95%']	95.42808532714844	1
Road	0000000431.png	292	361	187	252	['mandatory: 99%']	99.98773336410522	1
Road	0000000430.png	292	360	187	252	['mandatory: 99%']	99.98583793640137	1
Road	0000000392.png	328	385	181	240	['mandatory: 99%']	99.98229146003723	1
Road	0000000407.png	297	357	186	252	['mandatory: 99%']	99.99716281890869	1
Road	0000000252.png	137	159	141	163	['prohibitory: 99%']	99.99043941497803	2
Road	0000000252.png	804	843	124	156	['danger: 99%']	99.95521903038025	2
Road	0000000238.png	670	693	142	165	['danger: 99%']	99.79986548423767	1
Road	0000000446.png	293	361	187	251	['mandatory: 99%']	99.98786449432373	1
Road	0000000246.png	755	783	132	157	['danger: 99%']	99.80619549751282	2
Road	0000000246.png	226	242	141	159	['prohibitory: 59%']	59.85715985298157	2
Road	0000000358.png	495	516	176	198	['mandatory: 99%']	99.89773035049438	1
Road	0000000411.png	297	358	190	249	['mandatory: 99%']	99.98452663421631	1
Road	0000000421.png	291	359	187	251	['mandatory: 99%']	99.98540878295898	1
Road	0000000438.png	292	360	187	252	['mandatory: 99%']	99.98480081558228	1
Road	0000000398.png	302	368	183	249	['mandatory: 99%']	99.99735355377197	1
Road	0000000364.png	489	512	175	199	['mandatory: 99%']	99.98544454574585	1
Road	0000000296.png	89	112	138	163	['prohibitory: 99%']	99.99935626983643	1
Road	0000000437.png	293	361	187	252	['mandatory: 99%']	99.98419284820557	1
Road	0000000388.png	352	404	178	234	['mandatory: 99%']	99.95507597923279	2
Road	0000000388.png	449	482	181	214	['mandatory: 83%']	83.47631096839905	2
Road	0000000443.png	293	360	186	252	['mandatory: 99%']	99.98619556427002	1
Road	0000000444.png	293	361	187	252	['mandatory: 99%']	99.98583793640137	1
Road	0000000371.png	477	509	174	206	['mandatory: 99%']	99.9924898147583	1
Road	0000000353.png	507	526	173	193	['mandatory: 99%']	99.64231848716736	1
Road	0000000445.png	293	361	187	252	['mandatory: 99%']	99.98692274093628	1
Road	0000000400.png	297	363	184	249	['mandatory: 99%']	99.9987244606018	1
Road	0000000383.png	395	438	180	227	['mandatory: 99%']	99.967360496521	1
Road	0000000391.png	334	391	182	240	['mandatory: 99%']	99.95507597923279	1
Road	0000000416.png	293	358	186	250	['mandatory: 99%']	99.98867511749268	1
Road	0000000241.png	710	738	139	165	['danger: 99%']	99.78744983673096	1
Road	0000000399.png	301	364	184	250	['mandatory: 99%']	99.99880790710449	1
Road	0000000235.png	614	639	146	168	['danger: 99%']	99.99154806137085	1
Road	0000000255.png	60	87	129	156	['prohibitory: 99%']	99.99831914901733	2
Road	0000000255.png	837	876	115	152	['danger: 99%']	99.99765157699585	2
Road	0000000428.png	293	361	187	252	['mandatory: 99%']	99.98663663864136	1
Road	0000000262.png	961	1032	71	132	['danger: 99%']	99.97166991233826	1
Road	0000000396.png	309	373	182	246	['mandatory: 99%']	99.98471736907959	1
Road	0000000390.png	339	395	180	242	['mandatory: 99%']	99.81905817985535	2
Road	0000000390.png	441	473	184	220	['mandatory: 99%']	99.06045794487	2
Road	0000000376.png	455	488	177	214	['mandatory: 99%']	99.9932050704956	1
Road	0000000368.png	481	511	174	203	['mandatory: 99%']	99.9930739402771	1
Road	0000000424.png	291	360	187	252	['mandatory: 99%']	99.98561143875122	1
Road	0000000367.png	484	515	174	203	['mandatory: 99%']	99.98505115509033	1
Road	0000000405.png	295	360	185	249	['mandatory: 99%']	99.98401403427124	1
Road	0000000365.png	488	513	174	199	['mandatory: 99%']	99.98565912246704	1
Road	0000000237.png	652	678	143	166	['danger: 99%']	99.99334812164307	1
Road	0000000263.png	996	1071	60	126	['danger: 99%']	99.9924898147583	1
Road	0000000361.png	493	514	178	199	['mandatory: 99%']	99.98606443405151	1
Road	0000000379.png	426	468	178	223	['mandatory: 99%']	99.98507499694824	1
Road	0000000372.png	475	506	174	208	['mandatory: 99%']	99.99419450759888	1
Road	0000000369.png	480	510	174	205	['mandatory: 99%']	99.91641044616699	1
Road	0000000414.png	293	353	188	253	['mandatory: 99%']	99.98893737792969	1
Road	0000000230.png	516	538	145	165	['danger: 59%']	59.286004304885864	1
Road	0000000441.png	293	361	187	251	['mandatory: 99%']	99.98800754547119	1
Road	0000000248.png	772	802	124	150	['danger: 99%']	99.98842477798462	2
Road	0000000248.png	203	222	137	158	['prohibitory: 99%']	99.89375472068787	2
Road	0000000382.png	400	445	178	226	['mandatory: 99%']	99.99593496322632	1
Road	0000000335.png	581	597	170	189	['mandatory: 93%']	93.48955154418945	1
