category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	0000000593.png	799	840	19	84	['mandatory: 87%']	87.09226846694946	1
Road	0000000234.png	532	560	229	256	['prohibitory: 86%']	86.11254692077637	1
Road	0000000245.png	873	910	232	268	['prohibitory: 94%']	94.25973892211914	1
Road	0000000240.png	699	735	227	261	['prohibitory: 59%']	59.06155705451965	1
Road	0000000545.png	494	511	153	171	['prohibitory: 87%']	87.95400261878967	1
Road	0000000551.png	527	545	148	168	['prohibitory: 99%']	99.74931478500366	2
Road	0000000551.png	771	808	67	116	['prohibitory: 99%']	99.40040707588196	2
Road	0000000534.png	427	442	136	153	['prohibitory: 98%']	98.8551378250122	1
Road	0000000546.png	709	738	93	126	['prohibitory: 98%']	98.27384352684021	1
Road	0000000530.png	594	613	88	108	['prohibitory: 68%']	68.94766092300415	1
Road	0000000577.png	380	402	108	134	['mandatory: 50%']	50.866496562957764	1
Road	0000000549.png	745	777	81	120	['prohibitory: 99%']	99.78538155555725	2
Road	0000000549.png	515	534	152	171	['prohibitory: 97%']	97.03783988952637	2
Road	0000000557.png	843	903	6	74	['prohibitory: 92%']	92.20569133758545	2
Road	0000000557.png	522	541	133	155	['prohibitory: 89%']	89.96203541755676	2
Road	0000000252.png	1015	1060	245	291	['prohibitory: 99%']	99.8391330242157	1
Road	0000000590.png	659	697	49	101	['prohibitory: 64%']	64.01383876800537	1
Road	0000000246.png	915	956	232	271	['prohibitory: 98%']	98.27656149864197	1
Road	0000000544.png	486	503	153	172	['prohibitory: 93%']	93.51904392242432	1
Road	0000000547.png	719	751	87	122	['prohibitory: 99%']	99.9956727027893	2
Road	0000000547.png	507	524	150	170	['prohibitory: 77%']	77.18567848205566	2
Road	0000000553.png	530	549	143	164	['prohibitory: 99%']	99.68307614326477	2
Road	0000000553.png	793	836	50	101	['mandatory: 90%']	90.30004739761353	2
Road	0000000588.png	590	619	66	109	['mandatory: 71%']	71.59412503242493	1
Road	0000000539.png	453	470	153	173	['prohibitory: 57%']	57.77459144592285	1
Road	0000000570.png	400	419	132	153	['prohibitory: 92%']	92.50905513763428	1
Road	0000000592.png	745	786	26	87	['mandatory: 94%']	94.67241168022156	1
Road	0000000543.png	479	497	157	177	['prohibitory: 98%']	98.62620830535889	2
Road	0000000543.png	679	702	108	135	['mandatory: 94%']	94.33764219284058	2
Road	0000000659.png	767	796	72	106	['prohibitory: 99%']	99.99511241912842	2
Road	0000000659.png	768	798	35	69	['prohibitory: 99%']	99.90842342376709	2
Road	0000000576.png	378	400	109	136	['mandatory: 75%']	75.04262328147888	1
Road	0000000559.png	508	528	130	152	['prohibitory: 99%']	99.82580542564392	2
Road	0000000559.png	878	941	2	46	['prohibitory: 99%']	99.27504062652588	2
Road	0000000550.png	758	794	75	120	['prohibitory: 99%']	99.87384676933289	2
Road	0000000550.png	525	543	151	171	['prohibitory: 99%']	99.81756210327148	2
Road	0000000581.png	423	445	99	129	['mandatory: 63%']	63.82633447647095	1
Road	0000000532.png	597	616	92	114	['prohibitory: 99%']	99.70321655273438	1
Road	0000000552.png	780	819	60	109	['prohibitory: 97%']	97.32326865196228	2
Road	0000000552.png	530	547	144	164	['prohibitory: 94%']	94.40188407897949	2
Road	0000000248.png	1004	1048	234	276	['prohibitory: 99%']	99.67100620269775	1
Road	0000000565.png	454	474	134	155	['prohibitory: 55%']	55.261099338531494	1
Road	0000000254.png	1117	1166	248	295	['prohibitory: 99%']	99.95952248573303	1
Road	0000000571.png	389	412	125	149	['prohibitory: 97%']	97.29812145233154	1
Road	0000000572.png	382	404	120	143	['prohibitory: 91%']	91.48223400115967	1
Road	0000000541.png	467	482	159	176	['prohibitory: 92%']	92.87158250808716	1
Road	0000000239.png	536	565	234	264	['prohibitory: 97%']	97.59307503700256	1
Road	0000000591.png	703	737	39	93	['mandatory: 81%']	81.36778473854065	1
Road	0000000655.png	738	762	61	85	['prohibitory: 91%']	91.64618253707886	1
Road	0000000594.png	853	905	11	79	['mandatory: 84%']	84.28629636764526	1
Road	0000000554.png	531	549	141	161	['prohibitory: 99%']	99.79653358459473	2
Road	0000000554.png	803	851	39	98	['prohibitory: 91%']	91.13044142723083	2
Road	0000000562.png	485	505	130	152	['prohibitory: 90%']	90.06845951080322	1
Road	0000000658.png	761	788	44	68	['prohibitory: 99%']	99.99243021011353	2
Road	0000000658.png	762	790	77	110	['prohibitory: 99%']	99.97228980064392	2
Road	0000000250.png	922	967	239	283	['prohibitory: 99%']	99.30787682533264	2
Road	0000000250.png	1109	1152	240	281	['prohibitory: 98%']	98.86947274208069	2
Road	0000000556.png	829	885	17	82	['prohibitory: 93%']	93.17838549613953	2
Road	0000000556.png	528	546	134	155	['prohibitory: 87%']	87.85684704780579	2
Road	0000000548.png	511	530	152	171	['prohibitory: 99%']	99.6207594871521	2
Road	0000000548.png	731	765	82	123	['prohibitory: 98%']	98.75463843345642	2
Road	0000000251.png	966	1010	241	287	['prohibitory: 67%']	67.63117909431458	1
Road	0000000654.png	733	753	68	88	['prohibitory: 99%']	99.91787075996399	2
Road	0000000654.png	732	753	96	122	['prohibitory: 97%']	97.96212911605835	2
Road	0000000657.png	753	778	46	74	['prohibitory: 99%']	99.98588562011719	2
Road	0000000657.png	754	778	82	113	['prohibitory: 99%']	99.98037219047546	2
Road	0000000574.png	373	397	113	139	['prohibitory: 71%']	71.51195406913757	1
Road	0000000244.png	836	873	231	266	['prohibitory: 99%']	99.47208166122437	1
Road	0000000573.png	375	399	116	142	['prohibitory: 99%']	99.480539560318	1
Road	0000000249.png	1053	1098	238	279	['prohibitory: 75%']	75.49816370010376	1
Road	0000000595.png	917	983	1	73	['prohibitory: 84%']	84.33595895767212	1
Road	0000000587.png	558	585	73	115	['mandatory: 98%']	98.32261204719543	1
