City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000205.png	557	574	188	205	['mandatory: 99%']	99.88061189651488	1
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000158.png	1110	1131	185	211	['mandatory: 99%']	99.92659687995909	3
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000158.png	132	148	186	204	['mandatory: 97%']	97.07289934158324	3
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000158.png	595	610	179	195	['mandatory: 96%']	96.14853858947754	3
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000154.png	1110	1131	185	211	['mandatory: 99%']	99.93332028388977	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000154.png	132	148	185	204	['mandatory: 98%']	98.23724627494812	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000107.png	132	148	185	204	['mandatory: 98%']	98.66799712181091	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000107.png	595	610	179	194	['mandatory: 67%']	67.21387505531311	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000026.png	1110	1131	185	211	['mandatory: 99%']	99.884295463562	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000026.png	132	148	186	204	['mandatory: 93%']	93.04510354995728	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000112.png	1110	1131	185	211	['mandatory: 99%']	99.92653727531432	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000112.png	132	148	185	204	['mandatory: 97%']	97.80142307281494	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000092.png	132	148	185	204	['mandatory: 94%']	94.36568021774292	1
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000114.png	1110	1131	185	211	['mandatory: 99%']	99.67201352119446	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000114.png	132	148	185	204	['mandatory: 97%']	97.78109788894652	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000121.png	1110	1131	185	211	['mandatory: 99%']	99.77565407752992	3
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000121.png	132	148	186	205	['mandatory: 95%']	95.48978805541992	3
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000121.png	593	607	178	194	['mandatory: 59%']	59.48404669761658	3
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000018.png	1110	1131	185	211	['mandatory: 99%']	99.89217519760132	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000018.png	132	148	186	204	['mandatory: 98%']	98.23524355888368	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000234.png	534	571	104	139	['danger: 99%']	99.99774694442749	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000234.png	0	25	227	280	['mandatory: 99%']	99.24432635307312	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000146.png	1110	1131	186	211	['mandatory: 99%']	99.90990161895752	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000146.png	132	148	185	204	['mandatory: 98%']	98.2397973537445	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000087.png	132	148	185	204	['mandatory: 98%']	98.07542562484741	1
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000224.png	278	310	126	155	['danger: 99%']	99.99682903289795	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000224.png	819	850	182	213	['mandatory: 99%']	99.47209358215332	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000016.png	1110	1131	185	211	['mandatory: 99%']	99.87201690673828	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000016.png	132	148	185	204	['mandatory: 91%']	91.40200018882751	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000173.png	1110	1131	186	211	['mandatory: 99%']	99.86806511878969	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000173.png	132	148	185	204	['mandatory: 92%']	92.93341636657715	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000085.png	1110	1131	186	211	['mandatory: 98%']	98.58047366142272	2
City	2011_09_26/2011_09_26_drive_0018_sync/image_03/data/0000000085.png	132	148	185	204	['mandatory: 97%']	97.78068661689758	2
