category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	0000000026.png	426	462	119	153	['danger: 99%']	99.9548614025116	1
Road	0000000018.png	374	405	131	156	['danger: 99%']	99.90636706352234	1
Road	0000000016.png	365	391	125	150	['danger: 99%']	99.99631643295288	1
Road	0000000053.png	742	822	35	111	['danger: 99%']	99.99306201934814	2
Road	0000000053.png	859	884	88	113	['prohibitory: 99%']	99.97592568397522	2
Road	0000000039.png	524	568	95	140	['danger: 99%']	99.99772310256958	2
Road	0000000039.png	613	630	117	136	['prohibitory: 99%']	99.96459484100342	2
Road	0000000066.png	1191	1236	19	60	['prohibitory: 99%']	99.99719858169556	1
Road	0000000006.png	304	329	130	152	['danger: 99%']	99.56401586532593	2
Road	0000000006.png	0	32	223	301	['mandatory: 99%']	99.42769408226013	2
Road	0000000038.png	516	558	97	139	['danger: 99%']	99.99759197235107	2
Road	0000000038.png	597	615	117	136	['prohibitory: 96%']	96.25831246376038	2
Road	0000000040.png	536	579	97	138	['danger: 99%']	99.99662637710571	2
Road	0000000040.png	621	641	114	135	['prohibitory: 99%']	99.68558549880981	2
Road	0000000048.png	645	706	70	127	['danger: 99%']	99.9951958656311	2
Road	0000000048.png	754	776	102	126	['prohibitory: 99%']	99.97343420982361	2
Road	0000000043.png	571	620	93	139	['danger: 99%']	99.98968839645386	2
Road	0000000043.png	665	684	118	138	['prohibitory: 99%']	99.91318583488464	2
Road	0000000034.png	482	520	108	145	['danger: 99%']	99.99717473983765	1
Road	0000000013.png	974	1023	211	246	['prohibitory: 96%']	96.01721167564392	3
Road	0000000013.png	343	370	129	154	['danger: 77%']	77.9449462890625	3
Road	0000000013.png	919	962	206	243	['prohibitory: 56%']	56.5482497215271	3
Road	0000000045.png	602	651	86	134	['danger: 99%']	99.99967813491821	2
Road	0000000045.png	699	719	112	134	['prohibitory: 99%']	99.99135732650757	2
Road	0000000030.png	452	488	113	150	['danger: 99%']	99.99953508377075	1
Road	0000000002.png	39	82	219	283	['mandatory: 99%']	99.98900890350342	3
Road	0000000002.png	275	297	134	154	['danger: 98%']	98.76055717468262	3
Road	0000000002.png	799	832	199	231	['prohibitory: 78%']	78.0755877494812	3
Road	0000000035.png	486	528	102	143	['danger: 99%']	99.99786615371704	2
Road	0000000035.png	903	929	196	222	['prohibitory: 97%']	97.03337550163269	2
Road	0000000001.png	53	94	220	283	['mandatory: 99%']	99.98581409454346	2
Road	0000000001.png	269	289	143	163	['danger: 96%']	96.4718759059906	2
Road	0000000007.png	875	909	202	234	['prohibitory: 76%']	76.17425918579102	1
Road	0000000025.png	420	452	129	159	['danger: 99%']	99.9983549118042	1
Road	0000000027.png	434	468	115	149	['danger: 99%']	99.95463490486145	2
Road	0000000027.png	499	517	125	144	['prohibitory: 86%']	86.77220344543457	2
Road	0000000057.png	840	943	0	87	['danger: 99%']	99.99626874923706	1
Road	0000000032.png	466	507	109	148	['danger: 99%']	99.9987244606018	1
Road	0000000042.png	557	602	96	140	['danger: 99%']	99.97894167900085	2
Road	0000000042.png	652	670	119	138	['prohibitory: 73%']	73.09373021125793	2
Road	0000000015.png	356	384	129	152	['danger: 79%']	79.6734869480133	1
Road	0000000139.png	1070	1123	266	303	['prohibitory: 98%']	98.19751381874084	1
Road	0000000052.png	837	861	90	116	['prohibitory: 99%']	99.99853372573853	2
Road	0000000052.png	720	798	43	115	['danger: 99%']	99.9957799911499	2
Road	0000000020.png	390	420	142	170	['danger: 99%']	99.99449253082275	1
Road	0000000012.png	338	363	132	154	['danger: 51%']	51.526135206222534	1
