category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	0000000837.png	509	528	171	191	['prohibitory: 97%']	97.54355549812317	1
Road	0000000760.png	867	892	99	124	['prohibitory: 99%']	99.92607235908508	1
Road	0000000937.png	1020	1099	158	270	['mandatory: 99%']	99.98708963394165	1
Road	0000000107.png	324	353	169	194	['danger: 99%']	99.3697464466095	1
Road	0000000531.png	839	859	171	191	['mandatory: 94%']	94.88257169723511	1
Road	0000001006.png	696	724	168	191	['danger: 98%']	98.64839911460876	1
Road	0000001016.png	725	750	166	189	['danger: 98%']	98.97071123123169	1
Road	0000000738.png	735	754	121	141	['prohibitory: 91%']	91.61702990531921	1
Road	0000000907.png	791	826	163	202	['mandatory: 99%']	99.94315505027771	1
Road	0000000114.png	215	251	159	195	['danger: 91%']	91.48085713386536	1
Road	0000000402.png	941	966	167	192	['prohibitory: 79%']	79.63607907295227	1
Road	0000000926.png	932	999	166	245	['mandatory: 99%']	99.98579025268555	2
Road	0000000926.png	974	1017	316	360	['prohibitory: 99%']	99.18220639228821	2
Road	0000000744.png	769	789	125	147	['prohibitory: 99%']	99.52179193496704	1
Road	0000000756.png	859	882	108	132	['prohibitory: 99%']	99.8121440410614	1
Road	0000000234.png	104	164	17	65	['prohibitory: 99%']	99.68067407608032	1
Road	0000000835.png	513	532	171	191	['prohibitory: 99%']	99.88155364990234	1
Road	0000000923.png	906	970	162	236	['mandatory: 99%']	99.9809205532074	1
Road	0000000777.png	950	991	68	110	['prohibitory: 99%']	99.99827146530151	1
Road	0000000173.png	705	741	23	53	['mandatory: 71%']	71.69654369354248	1
Road	0000001000.png	675	699	169	191	['danger: 85%']	85.05429029464722	1
Road	0000000150.png	186	237	246	290	['prohibitory: 99%']	99.87220168113708	1
Road	0000000374.png	992	1028	52	87	['prohibitory: 99%']	99.98859167098999	1
Road	0000000122.png	925	951	212	239	['prohibitory: 56%']	56.151193380355835	1
Road	0000000611.png	954	991	54	91	['prohibitory: 99%']	99.89205598831177	1
Road	0000000998.png	671	697	166	190	['danger: 85%']	85.99417805671692	1
