category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	0000000018.png	733	757	173	196	['danger: 67%']	67.92013645172119	1
Road	0000000224.png	493	517	177	203	['mandatory: 99%']	99.85761642456055	1
Road	0000000088.png	707	732	225	250	['mandatory: 57%']	57.183998823165894	1
Road	0000000150.png	1066	1098	258	287	['prohibitory: 89%']	89.05824422836304	1
Road	0000000206.png	546	563	176	195	['mandatory: 99%']	99.90038275718689	1
Road	0000000226.png	477	502	179	206	['mandatory: 99%']	99.9929428100586	1
Road	0000000210.png	537	554	176	195	['mandatory: 99%']	99.67103004455566	1
Road	0000000214.png	530	548	177	195	['mandatory: 99%']	99.94788765907288	1
Road	0000000218.png	521	541	181	201	['mandatory: 99%']	99.94111061096191	1
Road	0000000216.png	526	546	179	200	['mandatory: 99%']	99.97491240501404	1
Road	0000000211.png	537	554	176	196	['mandatory: 99%']	99.82567429542542	1
Road	0000000208.png	542	560	177	196	['mandatory: 99%']	99.79450106620789	1
Road	0000000221.png	510	534	179	203	['mandatory: 99%']	99.93463158607483	1
Road	0000000219.png	518	538	180	201	['mandatory: 99%']	99.92530941963196	1
Road	0000000018.png	733	757	173	196	['danger: 67%']	67.92013645172119	1
Road	0000000224.png	493	517	177	203	['mandatory: 99%']	99.85761642456055	1
Road	0000000088.png	707	732	225	250	['mandatory: 57%']	57.183998823165894	1
Road	0000000150.png	1066	1098	258	287	['prohibitory: 89%']	89.05824422836304	1
Road	0000000206.png	546	563	176	195	['mandatory: 99%']	99.90038275718689	1
Road	0000000226.png	477	502	179	206	['mandatory: 99%']	99.9929428100586	1
Road	0000000210.png	537	554	176	195	['mandatory: 99%']	99.67103004455566	1
Road	0000000214.png	530	548	177	195	['mandatory: 99%']	99.94788765907288	1
Road	0000000218.png	521	541	181	201	['mandatory: 99%']	99.94111061096191	1
Road	0000000216.png	526	546	179	200	['mandatory: 99%']	99.97491240501404	1
Road	0000000211.png	537	554	176	196	['mandatory: 99%']	99.82567429542542	1
Road	0000000208.png	542	560	177	196	['mandatory: 99%']	99.79450106620789	1
Road	0000000221.png	510	534	179	203	['mandatory: 99%']	99.93463158607483	1
Road	0000000219.png	518	538	180	201	['mandatory: 99%']	99.92530941963196	1
Road	0000000209.png	539	556	176	195	['mandatory: 99%']	99.8228371143341	1
Road	0000000169.png	882	915	168	202	['danger: 93%']	93.53235960006714	1
Road	0000000213.png	533	551	176	196	['mandatory: 99%']	99.83731508255005	1
Road	0000000220.png	514	537	179	202	['mandatory: 99%']	99.62441921234131	1
Road	0000000223.png	500	524	179	203	['mandatory: 99%']	99.97034668922424	1
Road	0000000222.png	507	530	179	203	['mandatory: 99%']	99.95700716972351	1
Road	0000000207.png	546	564	177	197	['mandatory: 99%']	99.3017315864563	1
Road	0000000212.png	534	553	176	196	['mandatory: 99%']	99.84101057052612	1
Road	0000000217.png	524	545	180	201	['mandatory: 99%']	99.89840388298035	1
Road	0000000138.png	939	993	284	322	['prohibitory: 55%']	55.21063804626465	1
Road	0000000168.png	860	900	165	205	['danger: 99%']	99.94076490402222	1
Road	0000000215.png	528	546	179	197	['mandatory: 99%']	99.90203380584717	1
Road	0000000225.png	487	511	178	203	['mandatory: 99%']	99.9550998210907	1
