category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000065.png	680.0	705.0	138.0	159.0	['danger: 99%']	99.86217021942139	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000075.png	752.0	784.0	141.0	173.0	['prohibitory: 99%']	99.99889135360718	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000075.png	747.0	792.0	100.0	142.0	['danger: 99%']	99.99860525131226	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000070.png	704.0	726.0	152.0	171.0	['prohibitory: 99%']	99.99580383300781	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000070.png	700.0	732.0	120.0	152.0	['danger: 99%']	99.95651841163635	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000327.png	0.0	34.0	265.0	320.0	['mandatory: 77%']	77.02971696853638	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000051.png	1006.0	1051.0	82.0	126.0	['mandatory: 99%']	99.91764426231384	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000048.png	891.0	922.0	110.0	140.0	['mandatory: 99%']	99.85315799713135	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000067.png	687.0	713.0	131.0	156.0	['danger: 99%']	99.97417330741882	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000067.png	691.0	709.0	153.0	171.0	['prohibitory: 98%']	98.70162606239319	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000068.png	691.0	712.0	153.0	172.0	['prohibitory: 99%']	99.98898506164551	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000068.png	688.0	717.0	128.0	154.0	['danger: 99%']	99.80103373527527	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000044.png	818.0	841.0	125.0	148.0	['mandatory: 99%']	99.21385645866394	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000052.png	1069.0	1122.0	69.0	118.0	['mandatory: 97%']	97.54274487495422	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000073.png	729.0	755.0	146.0	172.0	['prohibitory: 99%']	99.99881982803345	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000073.png	722.0	763.0	109.0	147.0	['danger: 99%']	99.97954964637756	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000053.png	1160.0	1219.0	51.0	109.0	['mandatory: 99%']	99.86502528190613	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000224.png	267.0	304.0	316.0	364.0	['prohibitory: 65%']	65.03543257713318	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000069.png	695.0	717.0	151.0	172.0	['prohibitory: 99%']	99.9856948852539	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000069.png	693.0	724.0	124.0	152.0	['danger: 99%']	99.88395571708679	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000078.png	809.0	855.0	129.0	173.0	['prohibitory: 99%']	99.99843835830688	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000078.png	802.0	869.0	63.0	129.0	['danger: 99%']	99.98679161071777	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000064.png	677.0	699.0	143.0	162.0	['danger: 92%']	92.86725521087646	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000064.png	679.0	695.0	157.0	174.0	['prohibitory: 79%']	79.96726036071777	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000066.png	685.0	708.0	136.0	156.0	['danger: 99%']	99.98301267623901	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000066.png	688.0	705.0	152.0	170.0	['prohibitory: 61%']	61.613649129867554	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000046.png	849.0	875.0	118.0	146.0	['mandatory: 99%']	99.11812543869019	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000063.png	677.0	698.0	142.0	163.0	['danger: 97%']	97.09994792938232	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000082.png	1029.0	1124.0	87.0	189.0	['prohibitory: 99%']	99.99959468841553	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000082.png	1017.0	1147.0	0.0	88.0	['danger: 99%']	99.99845027923584	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000047.png	868.0	896.0	114.0	143.0	['mandatory: 99%']	99.78068470954895	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000043.png	804.0	826.0	126.0	149.0	['mandatory: 99%']	99.8034656047821	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000081.png	937.0	1014.0	103.0	183.0	['prohibitory: 99%']	99.99749660491943	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000081.png	932.0	1031.0	7.0	99.0	['danger: 99%']	99.99138116836548	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000083.png	1175.0	1237.0	74.0	175.0	['prohibitory: 99%']	99.97151494026184	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000080.png	882.0	943.0	115.0	177.0	['prohibitory: 99%']	99.9996542930603	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000080.png	872.0	962.0	34.0	116.0	['danger: 99%']	99.98425245285034	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000042.png	792.0	814.0	128.0	151.0	['mandatory: 99%']	99.93554949760437	1.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000072.png	714.0	751.0	113.0	147.0	['danger: 99%']	99.99576807022095	2.0
Road	2011_09_29/2011_09_29_drive_0004_sync/image_03/data/0000000072.png	718.0	745.0	145.0	172.0	['prohibitory: 99%']	99.99092817306519	2.0
