category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000241.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.99130964279175	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000312.png	1087.0	1169.0	226.0	295.0	['mandatory: 99%']	99.96846914291382	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000309.png	867.0	920.0	212.0	264.0	['mandatory: 99%']	99.99350309371948	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000274.png	87.0	114.0	198.0	224.0	['mandatory: 99%']	99.98867511749268	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000274.png	511.0	528.0	194.0	211.0	['mandatory: 56%']	56.61283731460571	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000186.png	149.0	174.0	185.0	212.0	['mandatory: 99%']	99.9874472618103	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000032.png	382.0	417.0	121.0	154.0	['prohibitory: 99%']	99.99604225158691	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000032.png	732.0	755.0	143.0	166.0	['danger: 83%']	83.58707427978516	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000254.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.98528957366943	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000000.png	279.0	332.0	211.0	264.0	['mandatory: 99%']	99.99560117721558	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000300.png	560.0	587.0	200.0	229.0	['mandatory: 99%']	99.97628331184387	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000266.png	118.0	145.0	192.0	219.0	['mandatory: 99%']	99.99691247940063	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000266.png	523.0	538.0	188.0	205.0	['mandatory: 95%']	95.85916996002197	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000187.png	147.0	170.0	186.0	212.0	['mandatory: 99%']	99.99711513519287	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000308.png	814.0	863.0	210.0	257.0	['mandatory: 99%']	99.95883107185364	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000255.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.98676776885986	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000166.png	234.0	253.0	179.0	201.0	['mandatory: 99%']	99.67314004898071	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000292.png	466.0	487.0	197.0	219.0	['mandatory: 99%']	99.98891353607178	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000233.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.98476505279541	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000285.png	468.0	487.0	192.0	213.0	['mandatory: 99%']	99.98090863227844	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000310.png	927.0	987.0	214.0	271.0	['mandatory: 99%']	99.94182586669922	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000310.png	1151.0	1174.0	127.0	149.0	['prohibitory: 90%']	90.56726098060608	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000234.png	122.0	149.0	188.0	217.0	['mandatory: 99%']	99.99516010284424	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000217.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.9834418296814	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000288.png	462.0	482.0	194.0	214.0	['mandatory: 99%']	99.80654120445251	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000299.png	540.0	567.0	200.0	228.0	['mandatory: 99%']	99.98062252998352	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000237.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.9876618385315	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000229.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.99032020568848	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000245.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.98353719711304	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000307.png	769.0	813.0	207.0	251.0	['mandatory: 99%']	99.98445510864258	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000307.png	980.0	1000.0	135.0	157.0	['prohibitory: 99%']	99.18366074562073	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000327.png	536.0	571.0	109.0	144.0	['danger: 99%']	99.99898672103882	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000020.png	753.0	769.0	129.0	146.0	['prohibitory: 93%']	93.20782423019409	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000297.png	509.0	532.0	198.0	224.0	['mandatory: 99%']	99.98136162757874	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000298.png	523.0	549.0	198.0	226.0	['mandatory: 99%']	99.98549222946167	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000168.png	226.0	243.0	180.0	201.0	['mandatory: 97%']	97.42753505706787	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000226.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.98537302017212	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000290.png	463.0	484.0	194.0	217.0	['mandatory: 99%']	99.99552965164185	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000272.png	100.0	127.0	197.0	223.0	['mandatory: 99%']	99.98340606689453	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000272.png	518.0	535.0	192.0	210.0	['mandatory: 99%']	99.95471835136414	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000218.png	122.0	149.0	189.0	217.0	['mandatory: 99%']	99.97009038925171	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000218.png	471.0	499.0	108.0	136.0	['prohibitory: 79%']	79.0506899356842	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000268.png	114.0	141.0	193.0	220.0	['mandatory: 99%']	99.9943494796753	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000268.png	523.0	537.0	189.0	206.0	['mandatory: 97%']	97.52086400985718	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000159.png	275.0	290.0	178.0	197.0	['mandatory: 99%']	99.60301518440247	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000231.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.98242259025574	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000230.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.96973276138306	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000230.png	523.0	537.0	186.0	203.0	['mandatory: 54%']	54.787009954452515	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000335.png	781.0	846.0	72.0	129.0	['danger: 99%']	99.98427629470825	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000335.png	896.0	923.0	114.0	145.0	['danger: 99%']	99.65213537216187	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000334.png	745.0	806.0	80.0	133.0	['danger: 99%']	99.9974250793457	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000334.png	854.0	885.0	113.0	148.0	['danger: 99%']	99.99654293060303	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000015.png	699.0	713.0	160.0	175.0	['prohibitory: 99%']	99.87540245056152	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000179.png	174.0	195.0	182.0	209.0	['mandatory: 99%']	99.94791150093079	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000295.png	485.0	508.0	197.0	222.0	['mandatory: 99%']	99.9871015548706	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000294.png	476.0	500.0	196.0	220.0	['mandatory: 99%']	99.98745918273926	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000225.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.9718725681305	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000044.png	1108.0	1194.0	27.0	111.0	['danger: 99%']	99.99583959579468	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000305.png	693.0	730.0	204.0	242.0	['mandatory: 99%']	99.76067543029785	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000257.png	122.0	148.0	189.0	217.0	['mandatory: 99%']	99.9893307685852	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000171.png	210.0	232.0	180.0	203.0	['mandatory: 99%']	99.9485969543457	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000165.png	238.0	257.0	179.0	200.0	['mandatory: 99%']	99.70347881317139	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000034.png	304.0	351.0	100.0	145.0	['prohibitory: 99%']	99.99970197677612	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000034.png	754.0	779.0	133.0	159.0	['danger: 93%']	93.61879229545593	2.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000331.png	652.0	700.0	94.0	138.0	['danger: 99%']	99.99473094940186	1.0
Road	2011_09_26/2011_09_26_drive_0029_sync/image_03/data/0000000262.png	121.0	148.0	191.0	219.0	['mandatory: 99%']	99.98875856399536	1.0
