category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	data/0000000381.png	528	584	17	74	['prohibitory: 99%']	99.99877214431763	1
Road	data/0000000356.png	602	619	120	139	['prohibitory: 98%']	98.86243343353271	1
Road	data/0000000380.png	537	587	27	77	['prohibitory: 99%']	99.99934434890747	1
Road	data/0000000382.png	523	580	12	68	['prohibitory: 99%']	99.9995231628418	1
Road	data/0000000355.png	600	619	122	143	['prohibitory: 99%']	99.90330934524536	1
Road	data/0000000369.png	595	626	82	113	['prohibitory: 99%']	99.99959468841553	1
Road	data/0000000368.png	598	628	87	117	['prohibitory: 99%']	99.99914169311523	1
Road	data/0000000354.png	601	621	123	144	['prohibitory: 65%']	65.32343626022339	1
Road	data/0000000383.png	518	578	4	60	['prohibitory: 99%']	99.99963045120239	1
Road	data/0000000378.png	554	601	37	86	['prohibitory: 99%']	99.99973773956299	1
Road	data/0000000379.png	545	594	32	83	['prohibitory: 99%']	99.99988079071045	1
Road	data/0000000384.png	509	571	0	51	['prohibitory: 99%']	99.99715089797974	1
Road	data/0000000385.png	506	564	0	42	['prohibitory: 99%']	99.96554851531982	1
Road	data/0000000533.png	787	835	190	241	['prohibitory: 84%']	84.52984094619751	1
Road	data/0000000526.png	731	759	196	227	['prohibitory: 76%']	76.68386697769165	1
Road	data/0000000532.png	780	821	192	237	['prohibitory: 58%']	58.52904915809631	1
Road	data/0000000525.png	722	753	194	226	['mandatory: 50%']	50.49521327018738	1
Road	data/0000000535.png	813	870	192	254	['prohibitory: 92%']	92.11814403533936	1
Road	data/0000000534.png	802	850	193	246	['prohibitory: 98%']	98.05887341499329	1
Road	data/0000000505.png	446	489	93	134	['danger: 98%']	98.02877902984619	1
Road	data/0000000363.png	599	625	100	126	['prohibitory: 99%']	99.99608993530273	1
Road	data/0000000377.png	563	607	45	89	['prohibitory: 99%']	99.9998688697815	1
Road	data/0000000376.png	568	610	52	95	['prohibitory: 99%']	99.99983310699463	1
Road	data/0000000362.png	599	622	102	126	['prohibitory: 99%']	99.93277788162231	1
Road	data/0000000374.png	582	617	65	102	['prohibitory: 99%']	99.99977350234985	1
Road	data/0000000360.png	601	621	109	130	['prohibitory: 99%']	99.98865127563477	1
Road	data/0000000361.png	601	623	105	128	['prohibitory: 99%']	99.55688118934631	1
Road	data/0000000375.png	572	611	57	99	['prohibitory: 99%']	99.9977707862854	1
Road	data/0000000359.png	602	619	115	135	['prohibitory: 99%']	99.99732971191406	1
Road	data/0000000371.png	591	626	74	110	['prohibitory: 99%']	99.99940395355225	1
Road	data/0000000365.png	600	624	100	126	['prohibitory: 99%']	99.99312162399292	1
Road	data/0000000364.png	600	624	101	126	['prohibitory: 99%']	99.92761015892029	1
Road	data/0000000370.png	593	625	77	110	['prohibitory: 99%']	99.9992847442627	1
Road	data/0000000358.png	600	618	119	138	['prohibitory: 98%']	98.831045627594	1
Road	data/0000000366.png	600	626	97	123	['prohibitory: 99%']	99.99953508377075	1
Road	data/0000000372.png	590	624	74	109	['prohibitory: 99%']	99.99978542327881	1
Road	data/0000000373.png	585	621	71	107	['prohibitory: 99%']	99.99992847442627	1
Road	data/0000000367.png	600	628	92	121	['prohibitory: 99%']	99.99978542327881	1
