category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	data/0000002623.png	200	224	266	291	['prohibitory: 96%']	96.15835547447205	1
Road	data/0000001128.png	790	810	270	291	['prohibitory: 97%']	97.14400172233582	1
Road	data/0000002596.png	672	696	130	152	['danger: 99%']	99.94068145751953	1
Road	data/0000002555.png	859	945	0	64	['danger: 99%']	99.99117851257324	1
Road	data/0000002233.png	636	664	126	151	['danger: 96%']	96.3873028755188	1
Road	data/0000001289.png	809	867	106	157	['danger: 99%']	99.99884366989136	1
Road	data/0000001288.png	838	891	105	154	['danger: 99%']	99.99934434890747	1
Road	data/0000002554.png	824	895	11	84	['danger: 99%']	99.9982476234436	1
Road	data/0000002597.png	676	700	125	149	['danger: 99%']	99.22860860824585	1
Road	data/0000002636.png	735	748	139	156	['mandatory: 91%']	91.96944832801819	1
Road	data/0000000779.png	419	453	85	117	['danger: 99%']	99.67532753944397	1
Road	data/0000002608.png	754	803	71	119	['danger: 99%']	99.98227953910828	1
Road	data/0000002595.png	670	693	134	155	['danger: 99%']	99.66337084770203	1
Road	data/0000002230.png	646	666	138	159	['mandatory: 99%']	99.33125376701355	1
Road	data/0000002556.png	898	998	0	49	['danger: 99%']	99.22314882278442	1
Road	data/0000002218.png	855	911	77	133	['danger: 99%']	99.9990701675415	1
Road	data/0000002219.png	874	933	68	129	['danger: 99%']	99.99876022338867	1
Road	data/0000002231.png	644	664	138	159	['mandatory: 70%']	70.529705286026	1
Road	data/0000002225.png	656	685	131	157	['danger: 84%']	84.87164974212646	1
Road	data/0000002594.png	667	690	131	153	['danger: 99%']	99.73570108413696	2
Road	data/0000002594.png	18	69	269	318	['prohibitory: 87%']	87.074875831604	2
Road	data/0000000208.png	1046	1079	340	367	['prohibitory: 64%']	64.73607420921326	1
Road	data/0000002609.png	767	821	64	116	['danger: 99%']	99.99228715896606	1
Road	data/0000002209.png	762	794	113	145	['danger: 99%']	99.99096393585205	1
Road	data/0000002221.png	923	999	47	114	['danger: 99%']	99.99547004699707	2
Road	data/0000002221.png	679	705	135	160	['danger: 69%']	69.39814686775208	2
Road	data/0000002547.png	714	747	90	123	['danger: 99%']	99.57007765769958	1
Road	data/0000002553.png	798	868	31	93	['danger: 99%']	99.9882459640503	1
Road	data/0000002552.png	779	835	46	100	['danger: 99%']	99.99805688858032	1
Road	data/0000002234.png	635	665	125	151	['danger: 95%']	95.49381136894226	1
Road	data/0000002220.png	898	963	62	118	['danger: 99%']	99.9956488609314	1
Road	data/0000002546.png	704	733	100	132	['danger: 95%']	95.53970694541931	1
Road	data/0000002208.png	758	790	116	148	['danger: 99%']	99.74843263626099	1
Road	data/0000002624.png	56	85	305	334	['prohibitory: 94%']	94.7375237941742	1
Road	data/0000001313.png	711	736	139	161	['danger: 99%']	99.95822310447693	1
Road	data/0000002593.png	666	687	131	151	['danger: 75%']	75.18438696861267	2
Road	data/0000002593.png	85	122	261	298	['prohibitory: 62%']	62.96636462211609	2
Road	data/0000002550.png	746	795	63	107	['danger: 99%']	99.99938011169434	1
Road	data/0000002222.png	961	1049	30	102	['danger: 99%']	99.9994158744812	1
Road	data/0000000838.png	669	693	132	154	['danger: 99%']	99.94339346885681	1
Road	data/0000001299.png	452	504	110	161	['danger: 99%']	99.99960660934448	1
Road	data/0000000839.png	671	696	129	151	['danger: 99%']	99.52491521835327	1
Road	data/0000002223.png	1012	1108	10	91	['danger: 99%']	99.99682903289795	1
Road	data/0000002237.png	627	659	126	151	['danger: 91%']	91.22466444969177	1
