category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	data/0000000034.png	858	882	112	136	['prohibitory: 99%']	99.90874528884888	1
Road	data/0000000237.png	764	792	229	261	['prohibitory: 94%']	94.37717795372009	1
Road	data/0000000021.png	1038	1061	127	150	['prohibitory: 92%']	92.69844889640808	1
Road	data/0000000035.png	864	884	110	132	['prohibitory: 99%']	99.86553192138672	1
Road	data/0000000037.png	871	895	102	127	['prohibitory: 99%']	99.97580647468567	1
Road	data/0000000989.png	321	380	162	217	['prohibitory: 70%']	70.75794339179993	1
Road	data/0000000036.png	866	889	105	130	['prohibitory: 99%']	99.95841383934021	1
Road	data/0000000988.png	133	160	141	165	['prohibitory: 78%']	78.72588038444519	1
Road	data/0000000022.png	998	1021	126	149	['prohibitory: 95%']	95.8747148513794	1
Road	data/0000000026.png	891	914	127	151	['prohibitory: 99%']	99.96507167816162	1
Road	data/0000000032.png	858	879	120	144	['prohibitory: 99%']	99.92169141769409	1
Road	data/0000001112.png	735	763	224	263	['mandatory: 69%']	69.8798418045044	1
Road	data/0000000033.png	858	880	117	140	['prohibitory: 99%']	99.93964433670044	1
Road	data/0000000027.png	876	899	128	151	['prohibitory: 99%']	99.44076538085938	1
Road	data/0000000031.png	857	878	122	145	['prohibitory: 99%']	99.82525706291199	1
Road	data/0000000540.png	21	105	0	53	['mandatory: 72%']	72.9107916355133	1
Road	data/0000000024.png	938	959	128	149	['prohibitory: 80%']	80.25805950164795	1
Road	data/0000000030.png	857	878	125	148	['prohibitory: 99%']	99.76396560668945	1
Road	data/0000000043.png	903	932	71	99	['prohibitory: 99%']	99.99980926513672	1
Road	data/0000000533.png	357	399	81	122	['prohibitory: 99%']	99.53309893608093	2
Road	data/0000000533.png	770	808	15	54	['mandatory: 92%']	92.02757477760315	2
Road	data/0000000527.png	452	481	102	132	['prohibitory: 99%']	99.99486207962036	2
Road	data/0000000527.png	741	770	53	83	['prohibitory: 96%']	96.08039259910583	2
Road	data/0000000889.png	872	901	75	103	['prohibitory: 98%']	98.54910373687744	1
Road	data/0000000888.png	877	899	83	107	['mandatory: 74%']	74.30192232131958	1
Road	data/0000000526.png	462	490	104	134	['prohibitory: 99%']	99.95861649513245	1
Road	data/0000000532.png	378	417	83	121	['prohibitory: 99%']	99.73425269126892	2
Road	data/0000000532.png	767	801	21	59	['mandatory: 80%']	80.90358376502991	2
Road	data/0000000042.png	897	925	74	102	['prohibitory: 99%']	99.99977350234985	1
Road	data/0000000730.png	132	155	282	306	['prohibitory: 86%']	86.26753091812134	1
Road	data/0000000040.png	884	910	83	111	['prohibitory: 99%']	99.99263286590576	1
Road	data/0000000524.png	475	501	110	137	['prohibitory: 99%']	99.92231130599976	2
Road	data/0000000524.png	720	746	66	91	['prohibitory: 98%']	98.81491661071777	2
Road	data/0000000530.png	412	447	89	124	['prohibitory: 99%']	99.99040365219116	3
Road	data/0000000530.png	752	787	31	65	['prohibitory: 63%']	63.712137937545776	3
Road	data/0000000530.png	754	786	32	65	['mandatory: 59%']	59.63472127914429	3
Road	data/0000000518.png	503	523	123	144	['prohibitory: 99%']	99.919992685318	1
Road	data/0000000108.png	201	250	49	116	['prohibitory: 99%']	99.51946139335632	1
Road	data/0000000109.png	120	183	20	97	['prohibitory: 99%']	99.86904263496399	1
Road	data/0000000519.png	499	519	121	141	['prohibitory: 99%']	99.95341300964355	1
Road	data/0000000531.png	396	434	84	121	['prohibitory: 99%']	99.2105484008789	2
Road	data/0000000531.png	761	793	25	60	['mandatory: 68%']	68.19491386413574	2
Road	data/0000000525.png	469	495	108	136	['prohibitory: 99%']	99.9882698059082	2
Road	data/0000000525.png	727	754	61	92	['prohibitory: 74%']	74.70588088035583	2
Road	data/0000000041.png	891	918	80	108	['prohibitory: 99%']	99.99905824661255	1
Road	data/0000000045.png	913	943	61	91	['prohibitory: 99%']	99.97677206993103	1
Road	data/0000000051.png	943	991	1	42	['prohibitory: 99%']	99.95977282524109	1
Road	data/0000000521.png	491	515	114	139	['prohibitory: 99%']	99.99433755874634	1
Road	data/0000000535.png	300	347	69	111	['prohibitory: 99%']	99.9351441860199	1
Road	data/0000000534.png	334	377	76	120	['prohibitory: 99%']	99.85365867614746	2
Road	data/0000000534.png	771	815	8	50	['prohibitory: 64%']	64.8744523525238	2
Road	data/0000000252.png	879	943	308	367	['prohibitory: 73%']	73.46552610397339	1
Road	data/0000000520.png	497	519	116	140	['prohibitory: 99%']	99.99655485153198	1
Road	data/0000000508.png	524	542	150	169	['prohibitory: 99%']	99.91090893745422	1
Road	data/0000000050.png	923	972	11	56	['prohibitory: 99%']	99.99955892562866	1
Road	data/0000000044.png	910	940	64	94	['prohibitory: 99%']	99.92097616195679	1
Road	data/0000000052.png	972	1020	0	26	['prohibitory: 87%']	87.6169204711914	1
Road	data/0000000046.png	912	945	54	88	['prohibitory: 99%']	99.99985694885254	1
Road	data/0000000536.png	264	316	52	102	['prohibitory: 99%']	99.68854784965515	1
Road	data/0000000522.png	487	512	111	137	['prohibitory: 99%']	99.95054006576538	1
Road	data/0000000898.png	950	994	0	24	['prohibitory: 59%']	59.623122215270996	1
Road	data/0000000696.png	956	995	3	39	['prohibitory: 74%']	74.57157373428345	1
Road	data/0000000523.png	480	506	111	136	['prohibitory: 99%']	99.99642372131348	1
Road	data/0000000251.png	846	905	295	355	['prohibitory: 71%']	71.6658890247345	1
Road	data/0000000537.png	220	279	37	92	['prohibitory: 99%']	99.49513673782349	1
Road	data/0000000047.png	909	947	46	84	['prohibitory: 99%']	99.99948740005493	1
Road	data/0000000506.png	530	546	153	171	['prohibitory: 99%']	99.95784163475037	1
Road	data/0000000894.png	894	927	41	73	['mandatory: 83%']	83.34680795669556	1
Road	data/0000000895.png	903	941	27	63	['prohibitory: 93%']	93.34328770637512	1
Road	data/0000000507.png	528	545	149	168	['prohibitory: 99%']	99.92907047271729	1
Road	data/0000000513.png	517	536	141	160	['prohibitory: 98%']	98.73364567756653	1
Road	data/0000000049.png	912	958	23	66	['prohibitory: 99%']	99.99988079071045	1
Road	data/0000000505.png	532	548	154	171	['prohibitory: 99%']	99.87824559211731	1
Road	data/0000000511.png	520	537	144	162	['prohibitory: 99%']	99.86586570739746	1
Road	data/0000000539.png	97	179	7	70	['prohibitory: 97%']	97.95030355453491	1
Road	data/0000000897.png	926	973	2	44	['prohibitory: 71%']	71.10434770584106	2
Road	data/0000000897.png	929	971	4	41	['mandatory: 56%']	56.87133073806763	2
Road	data/0000000896.png	914	959	14	56	['prohibitory: 90%']	90.30119180679321	1
Road	data/0000000538.png	162	235	19	80	['prohibitory: 99%']	99.82526898384094	1
Road	data/0000000510.png	521	538	146	164	['prohibitory: 98%']	98.43204021453857	1
Road	data/0000000504.png	533	548	155	172	['prohibitory: 99%']	99.9944806098938	1
Road	data/0000000048.png	911	949	36	75	['prohibitory: 99%']	99.99995231628418	1
Road	data/0000000528.png	442	472	99	130	['prohibitory: 99%']	99.9651312828064	1
Road	data/0000000514.png	514	534	141	162	['prohibitory: 99%']	99.9812662601471	1
Road	data/0000000892.png	884	913	60	89	['mandatory: 90%']	90.23754000663757	1
Road	data/0000000886.png	880	901	88	110	['prohibitory: 99%']	99.44122433662415	1
Road	data/0000000676.png	0	36	84	131	['danger: 88%']	88.44178915023804	1
Road	data/0000000110.png	6	87	4	78	['prohibitory: 99%']	99.59859251976013	1
Road	data/0000000887.png	878	900	84	107	['prohibitory: 99%']	99.02237057685852	1
Road	data/0000000893.png	886	922	49	81	['prohibitory: 86%']	86.0936164855957	1
Road	data/0000000515.png	513	533	140	161	['prohibitory: 99%']	99.96778964996338	1
Road	data/0000000529.png	429	463	93	127	['prohibitory: 99%']	99.81132745742798	1
Road	data/0000000517.png	509	529	130	151	['prohibitory: 99%']	99.99423027038574	1
Road	data/0000000852.png	298	323	71	96	['prohibitory: 95%']	95.44943571090698	1
Road	data/0000000885.png	887	908	95	116	['prohibitory: 98%']	98.91138076782227	1
Road	data/0000000891.png	878	905	66	93	['prohibitory: 97%']	97.89683818817139	1
Road	data/0000000107.png	261	299	74	127	['prohibitory: 83%']	83.65411758422852	1
Road	data/0000000675.png	25	76	91	138	['danger: 99%']	99.82748031616211	1
Road	data/0000000890.png	876	902	69	94	['prohibitory: 99%']	99.40018057823181	1
Road	data/0000000516.png	512	531	137	158	['prohibitory: 99%']	99.99237060546875	1
Road	data/0000000029.png	860	880	128	151	['prohibitory: 99%']	99.49873685836792	1
Road	data/0000000161.png	1	76	3	62	['prohibitory: 96%']	96.53428196907043	1
Road	data/0000000612.png	179	217	176	213	['prohibitory: 83%']	83.15373659133911	1
Road	data/0000000160.png	103	167	3	78	['prohibitory: 82%']	82.37536549568176	2
Road	data/0000000160.png	107	164	3	77	['mandatory: 58%']	58.35524797439575	2
Road	data/0000000028.png	866	886	128	150	['prohibitory: 99%']	99.96627569198608	1
Road	data/0000000610.png	256	289	176	208	['prohibitory: 99%']	99.565988779068	2
Road	data/0000000610.png	530	554	95	121	['danger: 99%']	99.21767115592957	2
Road	data/0000000605.png	397	423	172	199	['prohibitory: 96%']	96.71927690505981	1
Road	data/0000000611.png	219	253	175	208	['prohibitory: 99%']	99.96956586837769	1
Road	data/0000001123.png	811	853	251	330	['mandatory: 99%']	99.29347634315491	1
Road	data/0000000614.png	93	134	195	237	['prohibitory: 90%']	90.57676792144775	1
Road	data/0000000990.png	299	361	161	216	['prohibitory: 88%']	88.66219520568848	1
Road	data/0000000986.png	182	209	142	167	['prohibitory: 98%']	98.71260523796082	1
Road	data/0000000038.png	875	900	96	122	['prohibitory: 99%']	99.99865293502808	1
Road	data/0000000159.png	178	228	23	98	['prohibitory: 74%']	74.67268109321594	2
Road	data/0000000159.png	180	226	26	91	['mandatory: 62%']	62.842416763305664	2
Road	data/0000000039.png	880	904	90	115	['prohibitory: 99%']	99.99862909317017	1
