category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	data/0000001470.png	337	381	140	182	['mandatory: 98%']	98.98142218589783	1
Road	data/0000001464.png	455	481	152	178	['mandatory: 99%']	99.87781643867493	1
Road	data/0000001048.png	330	386	79	135	['danger: 93%']	93.21026802062988	1
Road	data/0000001465.png	443	471	153	181	['mandatory: 99%']	99.95273351669312	1
Road	data/0000001471.png	298	349	142	190	['mandatory: 99%']	99.14280772209167	1
Road	data/0000001459.png	492	512	151	170	['mandatory: 98%']	98.04632067680359	1
Road	data/0000001467.png	412	443	151	182	['mandatory: 99%']	99.91723299026489	1
Road	data/0000001473.png	159	235	140	209	['mandatory: 99%']	99.32246804237366	1
Road	data/0000001117.png	1016	1036	126	148	['mandatory: 77%']	77.10591554641724	1
Road	data/0000001116.png	1047	1067	126	149	['mandatory: 97%']	97.58375287055969	1
Road	data/0000000208.png	171	191	174	196	['prohibitory: 99%']	99.95972514152527	1
Road	data/0000001472.png	240	302	142	200	['mandatory: 99%']	99.77850914001465	1
Road	data/0000001466.png	429	460	153	181	['mandatory: 99%']	99.51071739196777	1
Road	data/0000001489.png	333	365	168	202	['mandatory: 75%']	75.86507201194763	1
Road	data/0000001462.png	477	500	152	174	['mandatory: 99%']	99.70272183418274	1
Road	data/0000001463.png	466	492	151	175	['mandatory: 99%']	99.9489426612854	1
Road	data/0000001461.png	481	504	152	174	['mandatory: 99%']	99.50490593910217	1
Road	data/0000000019.png	972	1022	277	323	['prohibitory: 99%']	99.92278814315796	1
Road	data/0000001071.png	475	548	41	116	['danger: 98%']	98.736572265625	1
Road	data/0000000623.png	862	904	222	262	['prohibitory: 58%']	58.09174180030823	1
Road	data/0000001064.png	438	503	50	117	['danger: 91%']	91.05880856513977	1
Road	data/0000001460.png	488	508	151	172	['mandatory: 99%']	99.91098046302795	1
Road	data/0000001474.png	26	130	132	226	['mandatory: 98%']	98.56735467910767	2
Road	data/0000001474.png	22	131	131	221	['prohibitory: 68%']	68.44207048416138	2
Road	data/0000000282.png	791	814	121	145	['prohibitory: 99%']	99.88204836845398	1
Road	data/0000000527.png	682	740	46	100	['mandatory: 88%']	88.69073987007141	1
