category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	data/0000000553.png	790	814	126	151	['danger: 98%']	98.96407723426819	2
Road	data/0000000553.png	459	478	154	173	['mandatory: 90%']	90.12071490287781	2
Road	data/0000000235.png	911	945	345	370	['prohibitory: 98%']	98.47599864006042	2
Road	data/0000000235.png	913	943	317	350	['prohibitory: 75%']	75.42057037353516	2
Road	data/0000000208.png	483	514	54	83	['danger: 52%']	52.198660373687744	1
Road	data/0000000556.png	828	852	124	150	['danger: 99%']	99.9798595905304	1
Road	data/0000000557.png	836	864	121	149	['danger: 99%']	99.99057054519653	1
Road	data/0000000569.png	992	1023	127	155	['danger: 99%']	99.99924898147583	1
Road	data/0000000555.png	813	837	125	154	['danger: 59%']	59.86717939376831	1
Road	data/0000000568.png	977	1011	121	152	['danger: 99%']	99.93115663528442	1
Road	data/0000000451.png	840	869	155	183	['prohibitory: 93%']	93.64941716194153	1
Road	data/0000000047.png	623	654	108	135	['danger: 80%']	80.20144701004028	1
Road	data/0000000260.png	746	780	89	122	['prohibitory: 99%']	99.0199863910675	1
Road	data/0000000261.png	759	795	80	113	['mandatory: 96%']	96.7297613620758	1
Road	data/0000000263.png	789	838	53	97	['prohibitory: 92%']	92.83820986747742	2
Road	data/0000000263.png	790	837	52	97	['mandatory: 55%']	55.78140616416931	2
Road	data/0000000262.png	771	816	64	107	['prohibitory: 99%']	99.53444600105286	1
Road	data/0000000266.png	870	943	3	56	['prohibitory: 95%']	95.03733515739441	1
Road	data/0000000259.png	737	767	102	130	['prohibitory: 97%']	97.56255745887756	1
Road	data/0000000265.png	834	900	22	77	['prohibitory: 95%']	95.19191980361938	1
Road	data/0000000264.png	809	862	41	90	['prohibitory: 91%']	91.80800914764404	1
Road	data/0000000565.png	936	968	112	145	['danger: 99%']	99.99364614486694	1
Road	data/0000000559.png	865	891	118	147	['danger: 99%']	99.87234473228455	1
Road	data/0000000558.png	851	876	120	147	['danger: 99%']	99.98157620429993	1
Road	data/0000000564.png	922	956	113	145	['danger: 99%']	99.99648332595825	1
Road	data/0000000566.png	951	981	117	147	['danger: 99%']	99.99686479568481	1
Road	data/0000000567.png	963	996	120	151	['danger: 99%']	99.99656677246094	1
Road	data/0000000563.png	912	941	114	143	['danger: 99%']	99.97411370277405	1
Road	data/0000000562.png	900	925	114	140	['danger: 91%']	91.79239869117737	1
