category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	data/0000000009.png	610	629	131	151	['prohibitory: 93%']	93.7347948551178	1
Road	data/0000000021.png	729	756	105	134	['prohibitory: 82%']	82.24630355834961	1
Road	data/0000000023.png	754	784	95	126	['prohibitory: 70%']	70.58595418930054	1
Road	data/0000000026.png	790	828	77	115	['prohibitory: 92%']	92.23214983940125	1
Road	data/0000000032.png	909	975	17	77	['mandatory: 88%']	88.49912285804749	2
Road	data/0000000032.png	906	978	15	80	['prohibitory: 75%']	75.25672316551208	2
Road	data/0000000033.png	940	1015	4	67	['mandatory: 94%']	94.30654644966125	1
Road	data/0000000027.png	807	850	66	110	['prohibitory: 99%']	99.72565770149231	1
Road	data/0000000031.png	885	944	28	86	['mandatory: 72%']	72.19595909118652	2
Road	data/0000000031.png	884	948	27	88	['prohibitory: 61%']	61.28264665603638	2
Road	data/0000000024.png	763	796	88	123	['mandatory: 59%']	59.06422734260559	1
Road	data/0000000030.png	865	915	42	91	['mandatory: 84%']	84.22337174415588	1
Road	data/0000000080.png	840	865	190	214	['prohibitory: 78%']	78.5921573638916	1
Road	data/0000000282.png	852	885	92	127	['mandatory: 98%']	98.03959727287292	1
Road	data/0000000645.png	759	780	117	139	['mandatory: 61%']	61.29071116447449	1
Road	data/0000000651.png	805	836	83	116	['mandatory: 99%']	99.9901533126831	1
Road	data/0000000650.png	795	822	88	117	['mandatory: 99%']	99.98961687088013	1
Road	data/0000000644.png	756	773	118	139	['mandatory: 86%']	86.6019606590271	1
Road	data/0000000283.png	867	901	89	127	['mandatory: 99%']	99.73546266555786	1
Road	data/0000000718.png	515	532	164	182	['mandatory: 97%']	97.43436574935913	1
Road	data/0000000652.png	820	851	77	108	['mandatory: 99%']	99.99723434448242	1
Road	data/0000000646.png	766	787	113	135	['mandatory: 99%']	99.97171759605408	1
Road	data/0000000108.png	937	967	88	118	['mandatory: 71%']	71.81878089904785	1
Road	data/0000000109.png	954	983	84	115	['prohibitory: 95%']	95.19113898277283	1
Road	data/0000000647.png	772	795	109	134	['mandatory: 99%']	99.88318085670471	1
Road	data/0000000653.png	835	868	67	102	['mandatory: 99%']	99.99359846115112	1
Road	data/0000000294.png	1127	1211	17	81	['mandatory: 99%']	99.72485899925232	1
Road	data/0000000284.png	881	919	85	125	['mandatory: 99%']	99.8875081539154	1
Road	data/0000000290.png	1002	1063	50	107	['mandatory: 99%']	99.98652935028076	1
Road	data/0000000119.png	1172	1236	26	77	['prohibitory: 99%']	99.84349608421326	1
Road	data/0000000657.png	947	1001	10	66	['mandatory: 99%']	99.95627999305725	1
Road	data/0000000642.png	747	766	119	138	['mandatory: 99%']	99.92108345031738	1
Road	data/0000000656.png	909	955	28	76	['mandatory: 99%']	99.52133893966675	1
Road	data/0000000118.png	1146	1209	31	82	['prohibitory: 96%']	96.09411954879761	1
Road	data/0000000291.png	1032	1096	45	99	['mandatory: 99%']	99.99321699142456	1
Road	data/0000000285.png	894	939	78	123	['mandatory: 99%']	99.97052550315857	1
Road	data/0000000293.png	1095	1168	24	89	['mandatory: 99%']	99.86579418182373	1
Road	data/0000000287.png	932	981	69	117	['mandatory: 99%']	99.88386034965515	1
Road	data/0000000654.png	854	892	55	94	['mandatory: 99%']	99.96827840805054	1
Road	data/0000000655.png	878	920	42	86	['mandatory: 99%']	99.85626339912415	1
Road	data/0000000286.png	911	958	74	120	['mandatory: 99%']	99.92990493774414	1
Road	data/0000000292.png	1061	1133	35	94	['mandatory: 99%']	99.94744658470154	1
Road	data/0000000274.png	766	799	110	143	['mandatory: 97%']	97.84078598022461	1
Road	data/0000000116.png	1095	1147	41	86	['mandatory: 75%']	75.39985775947571	1
Road	data/0000000658.png	1006	1062	4	44	['mandatory: 87%']	87.20629215240479	1
Road	data/0000000117.png	1118	1180	35	83	['prohibitory: 94%']	94.96408700942993	1
Road	data/0000000275.png	775	810	109	143	['mandatory: 97%']	97.86927103996277	1
Road	data/0000000288.png	953	1005	63	112	['mandatory: 99%']	99.9733030796051	1
Road	data/0000000129.png	1085	1131	279	322	['prohibitory: 97%']	97.42289185523987	1
Road	data/0000000100.png	839	858	112	134	['prohibitory: 97%']	97.94287085533142	1
Road	data/0000000114.png	1051	1094	53	91	['prohibitory: 98%']	98.83236885070801	1
