category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	data/0000000008.png	915	952	130	167	['prohibitory: 99%']	99.808669090271	1
Road	data/0000000183.png	928	1024	12	96	['prohibitory: 82%']	82.70686268806458	2
Road	data/0000000183.png	931	1019	14	93	['mandatory: 77%']	77.80484557151794	2
Road	data/0000000154.png	739	758	145	164	['prohibitory: 92%']	92.30820536613464	1
Road	data/0000000168.png	710	736	139	164	['prohibitory: 77%']	77.85555720329285	1
Road	data/0000000169.png	714	740	135	163	['mandatory: 72%']	72.24546074867249	1
Road	data/0000000155.png	740	760	148	167	['prohibitory: 96%']	96.9086229801178	1
Road	data/0000000182.png	887	963	38	103	['mandatory: 94%']	94.569331407547	1
Road	data/0000000009.png	936	973	127	163	['prohibitory: 99%']	99.91160035133362	1
Road	data/0000000209.png	753	796	87	133	['prohibitory: 99%']	99.340158700943	1
Road	data/0000000180.png	831	885	65	122	['mandatory: 95%']	95.90944051742554	2
Road	data/0000000180.png	828	887	66	122	['prohibitory: 50%']	50.90938210487366	2
Road	data/0000000157.png	738	755	149	168	['prohibitory: 67%']	67.72730350494385	1
Road	data/0000000181.png	855	920	51	111	['mandatory: 98%']	98.30049276351929	1
Road	data/0000000208.png	752	790	94	136	['mandatory: 59%']	59.920305013656616	2
Road	data/0000000208.png	751	792	92	137	['prohibitory: 54%']	54.947829246520996	2
Road	data/0000000185.png	1078	1209	2	66	['prohibitory: 80%']	80.68310618400574	1
Road	data/0000000152.png	732	752	142	161	['prohibitory: 66%']	66.59741401672363	1
Road	data/0000000153.png	736	756	142	162	['prohibitory: 96%']	96.58089280128479	1
Road	data/0000000184.png	993	1096	5	78	['mandatory: 99%']	99.34438467025757	1
Road	data/0000000179.png	810	861	75	126	['mandatory: 95%']	95.64388990402222	1
Road	data/0000000151.png	729	747	141	159	['mandatory: 56%']	56.52437210083008	1
Road	data/0000000178.png	792	839	81	128	['mandatory: 99%']	99.49276447296143	1
Road	data/0000000024.png	1172	1200	184	209	['prohibitory: 99%']	99.649578332901	1
Road	data/0000000057.png	1125	1152	113	145	['mandatory: 88%']	88.53466510772705	1
Road	data/0000000447.png	620	640	127	148	['prohibitory: 99%']	99.9933123588562	1
Road	data/0000000453.png	631	654	126	150	['prohibitory: 99%']	99.99696016311646	1
Road	data/0000000686.png	703	746	51	90	['prohibitory: 99%']	99.99939203262329	2
Road	data/0000000686.png	572	603	98	130	['danger: 72%']	72.4359393119812	2
Road	data/0000000692.png	599	645	37	84	['prohibitory: 99%']	99.99927282333374	1
Road	data/0000000679.png	723	754	97	128	['prohibitory: 99%']	99.99706745147705	2
Road	data/0000000679.png	619	640	130	154	['prohibitory: 98%']	98.58140349388123	2
Road	data/0000000678.png	722	753	100	130	['prohibitory: 99%']	99.99881982803345	2
Road	data/0000000678.png	623	644	131	155	['prohibitory: 98%']	98.80006909370422	2
Road	data/0000000693.png	576	623	35	79	['prohibitory: 99%']	99.997878074646	1
Road	data/0000000687.png	695	737	49	88	['prohibitory: 99%']	99.99885559082031	2
Road	data/0000000687.png	558	586	98	127	['danger: 58%']	58.30084681510925	2
Road	data/0000000452.png	628	650	129	153	['prohibitory: 99%']	99.97431635856628	1
