category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	data/0000000949.png	1094	1161	7	62	['prohibitory: 99%']	99.99983310699463	1
Road	data/0000000020.png	708	743	108	137	['danger: 99%']	99.99867677688599	1
Road	data/0000001048.png	923	1025	54	151	['danger: 99%']	99.99507665634155	1
Road	data/0000001049.png	977	1079	40	149	['danger: 99%']	99.99690055847168	1
Road	data/0000000223.png	790	832	113	162	['danger: 99%']	99.98846054077148	1
Road	data/0000000021.png	719	754	105	135	['danger: 99%']	99.69848990440369	1
Road	data/0000000948.png	1012	1067	30	79	['prohibitory: 99%']	99.99963045120239	1
Road	data/0000000023.png	738	779	91	129	['danger: 99%']	99.99935626983643	1
Road	data/0000000022.png	730	764	101	132	['danger: 99%']	99.99895095825195	1
Road	data/0000000026.png	787	840	68	118	['danger: 99%']	99.97658133506775	1
Road	data/0000000224.png	805	869	108	164	['danger: 99%']	99.9948263168335	1
Road	data/0000000230.png	984	1104	40	151	['danger: 99%']	99.99052286148071	1
Road	data/0000000231.png	1049	1194	24	150	['danger: 99%']	99.99864101409912	1
Road	data/0000000225.png	823	893	97	161	['danger: 99%']	99.98444318771362	1
Road	data/0000000219.png	1076	1115	269	307	['prohibitory: 99%']	99.99632835388184	1
Road	data/0000000027.png	809	872	55	112	['danger: 99%']	99.98992681503296	1
Road	data/0000000019.png	701	730	112	141	['danger: 99%']	99.40138459205627	1
Road	data/0000000031.png	994	1099	0	55	['danger: 99%']	99.95573163032532	1
Road	data/0000000757.png	386	408	198	220	['prohibitory: 99%']	99.9868392944336	1
Road	data/0000000025.png	767	816	78	123	['danger: 99%']	99.99643564224243	1
Road	data/0000000227.png	869	953	74	154	['danger: 99%']	99.99654293060303	1
Road	data/0000000226.png	846	921	85	156	['danger: 99%']	99.99696016311646	1
Road	data/0000000554.png	0	55	209	324	['mandatory: 99%']	99.4907557964325	1
Road	data/0000000024.png	752	799	85	128	['danger: 99%']	99.99704360961914	1
Road	data/0000000030.png	930	1008	0	80	['danger: 99%']	99.99933242797852	1
Road	data/0000000447.png	693	722	118	143	['prohibitory: 60%']	60.70713400840759	1
Road	data/0000000645.png	229	253	103	127	['prohibitory: 99%']	99.5767593383789	1
