category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	data/0000000094.png	611	645	183	218	['prohibitory: 95%']	95.31973004341125	1
Road	data/0000000080.png	479	507	181	209	['prohibitory: 95%']	95.56126594543457	1
Road	data/0000000081.png	485	515	181	209	['prohibitory: 98%']	98.24632406234741	1
Road	data/0000000095.png	626	659	186	218	['prohibitory: 94%']	94.54516768455505	1
Road	data/0000000083.png	496	526	181	210	['prohibitory: 99%']	99.95537400245667	1
Road	data/0000000097.png	659	695	185	220	['prohibitory: 70%']	70.45878171920776	1
Road	data/0000000068.png	467	495	181	206	['prohibitory: 99%']	99.28579330444336	1
Road	data/0000000108.png	1005	1058	189	236	['prohibitory: 99%']	99.61782693862915	1
Road	data/0000000109.png	1071	1127	189	239	['prohibitory: 99%']	99.67193007469177	1
Road	data/0000000069.png	463	489	181	205	['prohibitory: 99%']	99.51913356781006	1
Road	data/0000000096.png	643	676	185	219	['prohibitory: 95%']	95.98522782325745	1
Road	data/0000000082.png	491	521	181	210	['prohibitory: 99%']	99.8791754245758	1
Road	data/0000000086.png	518	549	183	213	['prohibitory: 99%']	99.67783093452454	1
Road	data/0000000092.png	584	614	182	214	['prohibitory: 95%']	95.96123695373535	1
Road	data/0000000079.png	474	504	179	208	['prohibitory: 91%']	91.05640053749084	1
Road	data/0000000078.png	471	500	180	209	['prohibitory: 99%']	99.11367893218994	1
Road	data/0000000093.png	596	629	184	218	['prohibitory: 99%']	99.55881834030151	1
Road	data/0000000087.png	527	558	182	215	['prohibitory: 99%']	99.68838095664978	1
Road	data/0000000091.png	570	603	181	214	['prohibitory: 99%']	99.03308153152466	1
Road	data/0000000085.png	511	540	183	213	['prohibitory: 99%']	99.95417594909668	1
Road	data/0000000084.png	503	534	183	213	['prohibitory: 99%']	99.58689212799072	1
Road	data/0000000090.png	559	591	183	215	['prohibitory: 99%']	99.82693195343018	1
Road	data/0000000089.png	548	579	182	214	['prohibitory: 99%']	99.88486766815186	1
Road	data/0000000076.png	460	488	180	209	['prohibitory: 98%']	98.770672082901	1
Road	data/0000000077.png	465	494	181	208	['prohibitory: 78%']	78.86828184127808	1
Road	data/0000000088.png	536	567	182	213	['prohibitory: 99%']	99.61458444595337	1
Road	data/0000000075.png	455	485	180	209	['prohibitory: 99%']	99.40128922462463	1
Road	data/0000000074.png	454	482	181	209	['prohibitory: 74%']	74.8298168182373	1
Road	data/0000000070.png	458	486	180	207	['prohibitory: 99%']	99.76786971092224	1
Road	data/0000000110.png	1143	1210	187	244	['prohibitory: 99%']	99.86658096313477	1
Road	data/0000000104.png	826	869	190	232	['prohibitory: 99%']	99.34729933738708	1
Road	data/0000000105.png	863	907	188	233	['prohibitory: 99%']	99.58692193031311	1
Road	data/0000000071.png	454	483	181	208	['prohibitory: 89%']	89.13697004318237	1
Road	data/0000000065.png	485	512	179	204	['prohibitory: 94%']	94.24335956573486	1
Road	data/0000000098.png	677	712	185	220	['prohibitory: 93%']	93.62489581108093	1
Road	data/0000000073.png	453	482	181	208	['prohibitory: 58%']	58.591365814208984	1
Road	data/0000000067.png	475	501	181	205	['prohibitory: 99%']	99.50659275054932	1
Road	data/0000000106.png	901	950	186	233	['prohibitory: 99%']	99.94856119155884	1
Road	data/0000000066.png	479	504	180	205	['prohibitory: 93%']	93.6183750629425	1
Road	data/0000000072.png	454	481	181	208	['prohibitory: 92%']	92.71596074104309	1
Road	data/0000000099.png	696	733	184	221	['prohibitory: 55%']	55.03190755844116	1
